,error_ractions,error_info
0,c12c(cccc1)CCNC2.C1([N+]#[C-])CCCCC1.c1(C=O)ccc(C)cc1.c1(ccc(OC)cc1)C(=O)O>>C1(N(CCc(cccc2)c12)Cc3ccc(C)cc3)C(=O)N(C4CCCCC4)C(=O)c5ccc(OC)cc5,Ignored this reaction
1,[P-](F)(F)(F)(F)(F)F.[K+].[Ir]123(c4c(cccc4)C(C=CC=C5)=N15)(c6c(cccc6)C(C=CC=C7)=N27)[Cl][Ir]89(c%10c(cccc%10)C(C=CC=C%11)=N8%11)(c%12c(cccc%12)C(C=CC=C%13)=N9%13)[Cl]3.C1(=NSc(cccc2)c2N1)c3ccccn3>>[Ir+3]123([C-]4=C(C=CC=C4)C(C=CC=C5)=N15)([C-]6=C(C=CC=C6)C(C=CC=C7)=N27)N(=C8)C(=CC=C8)C(Nc(cccc9)c9S%10)=N3%10.P(F)(F)(F)(F)(F)F,Ignored this reaction
2,N(C)(CCCCCCCCC)CCCCCCCCC.c12c(c(O)cc(OC)c1)C(=O)c(c(O)cc(CBr)c3)c3C2=O>>[Br-].c12c(c(O)cc(C[N+](C)(CCCCCCCC)CCCCCCCCC)c1)C(=O)c(c(O)cc(OC)c3)c3C2=O,Ignored this reaction
3,N(C)(C)CCCCCCCCC.c12c(c(O)cc(OC)c1)C(=O)c(c(O)cc(CBr)c3)c3C2=O>>[Br-].c12c(cc(C[N+](C)(C)CCCCCCCCC)cc1O)C(=O)c(cc(OC)cc3O)c3C2=O,Ignored this reaction
4,c1(N=C(C)c2cccc(C(C)=Nc3c(C)cccc3C)n2)c(C)cc(I)cc1C.Cl.Cl.[Fe]>>[Fe+2]12([Cl-])([Cl-])N(=C3C(C)=N1c4c(C)cccc4C)C(=CC=C3)C(C)=N2c5c(C)cc(I)cc5C,Ignored this reaction
5,[Cs+].N(=O)([O-])=O.[H+].[W]12(=O)(O[W]34(=O)(O[W](=O)(O[W]5(=O)(O[W](=O)(O[W]6(=O)(O7)(O[W]8(=O)(O9)(O[W]%10(=O)(O[W-6]7%11%12(=O)O%13)(O[W]%13%14(=O)(O[W]%15%16%17(=O)O[W]%18(=O)(O[W]%19%20%21(=O)O%22)(O%19%23)O3)O%20)O%24)O[W](=O)(O[W]%25%26%27(=O)O%28)(O[W]%22%24%29%30=O)(O%29%31)O[W]%28%32%33(=O)O1)O[W]9%34%35(=O)O%25)(O%11)(O6%12[P](O5%34)(O%14%15)O8%10)O%16)(O%17)O%35)(O%18)(O%26)O%27[P]%23%31O24%32)O%33)(O%21)O%30.O([H])[H]>>[Cs+].[H+].O.[W]12([O-])(O[W]34([O-])(O[W]([O-])(O[W]5([O-])(O[W+10]([O-])(O[W]6([O-])(O7)(O[W]8([O-])(O9)(O[W]%10([O-])(O[W]7%11%12([O-])O%13)(O[W]%13%14([O-])(O[W]%15%16%17([O-])O[W]%18([O-])(O[W]%19%20%21([O-])O%22)(O%19%23)O3)O%20)O%24)O[W]([O-])(O[W]%25%26%27([O-])O%28)(O[W]%22%24%29%30[O-])(O%29%31)O[W]%28%32%33([O-])O1)O[W]9%34%35([O-])O%25)(O%11)(O6%12[P@@+](O5%34)(O%14%15)O8%10)O%16)(O%17)O%35)(O%18)(O%26)O%27[P@@+]%23%31O24%32)O%33)(O%21)O%30,Ignored this reaction
6,[Ce].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[La].[Mn].[SiH4].[H][H]>>[Ce].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[H].[La].[Mn].[SiH4],Ignored this reaction
7,c12c([nH]c(Cl)n1)ccc(C#N)c2.c1(ccc(O)cc1)OC(C)C.[Si](C)(C)(C)CCOCCl.C(C)(=O)NCC(=O)O>>c12c(ccc(c3noc(CNC(C)=O)n3)c1)[nH]c(Oc4ccc(OC(C)C)cc4)n2,Ignored this reaction
8,c12c([nH]c(Cl)n1)ccc(C#N)c2.c1(ccc(O)cc1)OC(C)C.[Si](C)(C)(C)CCOCCl.c12c([nH]c(Cl)n1)ccc(C#N)c2.c1(ccc(O)cc1)OC(C)C.[Si](C)(C)(C)CCOCCl>>c12c(cc(C#N)cc1)nc(Oc3ccc(OC(C)C)cc3)n2COCC[Si](C)(C)C.c12c(ccc(C#N)c1)nc(Oc3ccc(OC(C)C)cc3)n2COCC[Si](C)(C)C,Ignored this reaction
9,c12c([nH]c(Cl)n1)ccc(C#N)c2.c1(ccc(O)cc1)OC(C)C.[Si](C)(C)(C)CCOCCl.c12c([nH]c(Cl)n1)ccc(C#N)c2.c1(ccc(O)cc1)OC(C)C.[Si](C)(C)(C)CCOCCl>>c12c(cc(C(N)=NO)cc1)nc(Oc3ccc(OC(C)C)cc3)n2COCC[Si](C)(C)C.c12c(ccc(C(N)=NO)c1)nc(Oc3ccc(OC(C)C)cc3)n2COCC[Si](C)(C)C,Ignored this reaction
