,error_ractions,error_info
0,C(CCBr)CCCC>>C1(C)(C)CC(NC(=O)c2ccc(C#Cc3ccc(c4ccc(C#Cc5ccc(O)cc5)c(OCCCCCCC)c4)cc3OCCCCCCC)cc2)CC(C)(C)N1[O],"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
1,c1(ccc(C#Cc2ccc(OC3CCCCO3)cc2)c(OCCCCCCC)c1)c4ccc(I)c(OCCCCCCC)c4>>C1(C)(C)CC(NC(=O)c2ccc(C#Cc3ccc(c4ccc(C#Cc5ccc(O)cc5)c(OCCCCCCC)c4)cc3OCCCCCCC)cc2)CC(C)(C)N1[O],"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
2,c1(ccc(C#Cc2ccc(OC3CCCCO3)cc2)c(OCCCCCCC)c1)c4ccc(I)c(OCCCCCCC)c4>>c1(ccc(C#Cc2ccc(O)cc2)c(OCCCCCCC)c1)c3ccc(C#C)c(OCCCCCCC)c3,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
3,C1(c2c(C)sc(cc(n3c(C)ccc3C)cc4)c24)=C(c5sc(cccc6)c6c5C)C(F)(F)C(F)(F)C1(F)F>>C1(C2=C(C)S(=O)(=O)c(cc(N3C(=O)c(cccc4)c4C3=O)cc5)c25)=C(C6=C(C)C=C(c7ccccc7)S6(=O)=O)C(F)(F)C(F)(F)C1(F)F,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
4,C12(CBr)CC(CC(C3)C1)CC3C2.C12(CBr)CC(CC(C3)C1)CC3C2>>[Br-].C12(C[n+]3ccn(Cn4cc[n+](CC56CC(CC(C7)C5)CC7C6)c4)c3)CC(CC(C8)C1)CC8C2,Ignored this reaction
5,C12(CBr)CC(CC(C3)C1)CC3C2.C12(CBr)CC(CC(C3)C1)CC3C2>>[Br-].C12(C[n+]3ccn(Cn4cc[n+](CC56CC(CC(C7)C5)CC7C6)c4C)c3C)CC(CC(C8)C1)CC8C2,Ignored this reaction
6,c12c(cccc1)ncn2Cc3ccccc3.C(Br)Br.c12c(cccc1)ncn2Cc3ccccc3>>[Br-].n1(c[n+](Cc2ccccc2)c(cccc3)c13)Cn4c[n+](Cc5ccccc5)c(cccc6)c46,Ignored this reaction
7,c1(CC#N)ccc(Br)cc1>>c(c1C[C@@](C=O)(c2ccc(c3ccc(O[Si](C)(C)C(C)(C)C)cc3)cc2)C4)(c45)c(c(cc1)C[C@@](C=O)(c6ccc(c7ccc(O[Si](C)(C)C(C)(C)C)cc7)cc6)C8)c8cc5,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
8,c1(F)ccc(N)cc1.c1(F)ccc(N)cc1.c1(F)ccc(N)cc1>>N1(c2ccc(F)cc2)C(=O)c3c(cccc3)NC1c4ccc(SC)cc4,Ignored this reaction
9,c1(F)ccc(N)cc1.c1(F)ccc(N)cc1.c1(F)ccc(N)cc1>>N1(c2ccc(F)cc2)C(=O)c3c(cccc3)NC1c4ccc(S(C)(=O)=O)cc4,Ignored this reaction
