,error_ractions,error_info
0,c1(NC(=O)CC(C)=O)ccc(OC)cc1OC.c1(c(N)[nH]nc1SC)C(=O)NC2CCCCC2.c1(C([H])=O)ccccc1>>n12c(NC(C)=C(C(=O)Nc3ccc(OC)cc3OC)C1c4ccccc4)c(C(=O)NC5CCCCC5)c(SC)n2,Ignored this reaction
1,c1(N(=O)=O)ccc(NC(=O)CC(C)=O)cc1.c1(c(N)[nH]nc1SC)C(=O)NC2CCCCC2.c1(C=O)ccc(Cl)cc1>>C1(c2ccc(Cl)cc2)C(C(=O)Nc3ccc(N(=O)=O)cc3)=C(C)Nc(c(C(=O)NC4CCCCC4)c(SC)n5)n15,Ignored this reaction
2,c1(C=O)cccc(Br)c1.c1(N(=O)=O)ccc(NC(=O)CC(C)=O)cc1.c1(c(N)[nH]nc1SC)C(=O)NC2CCCCC2>>C1(c2cccc(Br)c2)C(C(=O)Nc3ccc(N(=O)=O)cc3)=C(C)Nc(c(C(=O)NC4CCCCC4)c(SC)n5)n15,Ignored this reaction
3,c1(N(=O)=O)ccc(NC(=O)CC(C)=O)cc1.c1(c(N)[nH]nc1SC)C(=O)NC2CCCCC2.c1(C([H])=O)ccccc1>>n12c(NC(C)=C(C(=O)Nc3ccc(N(=O)=O)cc3)C1c4ccccc4)c(C(=O)NC5CCCCC5)c(SC)n2,Ignored this reaction
4,c1(ccccc1NC(=O)CC(C)=O)N(=O)=O.c1(c(N)[nH]nc1SC)C(=O)NC2CCCCC2.c1(C=O)ccc(Cl)cc1>>C1(c2ccc(Cl)cc2)C(C(=O)Nc3ccccc3N(=O)=O)=C(C)Nc(c(C(=O)NC4CCCCC4)c(SC)n5)n15,Ignored this reaction
5,c1(C=O)cccc(Br)c1.c1(ccccc1NC(=O)CC(C)=O)N(=O)=O.c1(c(N)[nH]nc1SC)C(=O)NC2CCCCC2>>C1(c2cccc(Br)c2)C(C(=O)Nc3ccccc3N(=O)=O)=C(C)Nc(c(C(=O)NC4CCCCC4)c(SC)n5)n15,Ignored this reaction
6,c1(ccccc1NC(=O)CC(C)=O)N(=O)=O.c1(c(N)[nH]nc1SC)C(=O)NC2CCCCC2.c1(C([H])=O)ccccc1>>C1(c2ccccc2)C(C(=O)Nc3ccccc3N(=O)=O)=C(C)Nc(c(C(=O)NC4CCCCC4)c(SC)n5)n15,Ignored this reaction
7,c1(cccc(N(=O)=O)c1)NC(=O)CC(C)=O.c1(c(N)[nH]nc1SC)C(=O)NC2CCCCC2.c1(C=O)ccc(Cl)cc1>>C1(c2ccc(Cl)cc2)C(C(=O)Nc3cccc(N(=O)=O)c3)=C(C)Nc(c(C(=O)NC4CCCCC4)c(SC)n5)n15,Ignored this reaction
8,c1(C=O)cccc(Br)c1.c1(cccc(N(=O)=O)c1)NC(=O)CC(C)=O.c1(c(N)[nH]nc1SC)C(=O)NC2CCCCC2>>n12c(NC(C)=C(C(=O)Nc3cccc(N(=O)=O)c3)C1c4cccc(Br)c4)c(C(=O)NC5CCCCC5)c(SC)n2,Ignored this reaction
9,c1(cccc(N(=O)=O)c1)NC(=O)CC(C)=O.c1(c(N)[nH]nc1SC)C(=O)NC2CCCCC2.c1(C([H])=O)ccccc1>>C1(c2ccccc2)C(C(=O)Nc3cccc(N(=O)=O)c3)=C(C)Nc(c(C(=O)NC4CCCCC4)c(SC)n5)n15,Ignored this reaction
10,[Pb].S.S.[Sn].[Bi].[Bi].S.S.S>>[Bi].[Bi].[Pb].[Pb].S.S.S.S.S.S.[Sn],Ignored this reaction
11,O=[C].[B@@-](F)(F)(F)F.[Fe+2]1234(C5([H])=C16[H])([C@@-]57[H])(C6([H])=C27[H])(C8([H])=C39[H])(C8([H])=C4%10[H])[C@@-]9%10c%11n(C)c(cc(N(CCCC)[C]([Ir+]%12%13([I-])([CH](CC%14)=[CH]%12CC%15)[CH]%14=[CH]%13%15)N%16CCCC)c%16c%17)c%17[n+]%11C>>[B@@-](F)(F)(F)F.[Fe+2]1234(C5([H])=C16[H])([C@@-]57[H])(C6([H])=C27[H])(C8([H])=C39[H])(C8([H])=C4%10[H])[C@@-]9%10c%11n(C)c(cc(N(CCCC)[C]([Ir+]([I-])(C#O)C#O)N%12CCCC)c%12c%13)c%13[n+]%11C,Ignored this reaction
12,[Fe+2]1234(C5([H])=C16[H])([C@@-]57[H])(C6([H])=C27[H])(C8([H])=C39[H])(C8([H])=C4%10[H])[C@@-]9%10c%11nc(cc([n+](CCCC)cn%12CCCC)c%12c%13)c%13n%11C.[I-].IC>>[Fe+2]1234(C5([H])=C16[H])([C@@-]57[H])(C6([H])=C27[H])(C8([H])=C39[H])(C8([H])=C4%10[H])[C@@-]9%10c%11n(C)c(cc(n(CCCC)c[n+]%12CCCC)c%12c%13)c%13[n+]%11C.[I-],Ignored this reaction
13,[Si](C(C)C)(C(C)C)(C(C)C)C#Cc1ccccc1c2ccccc2C#Cc3c(Br)ccc(cccc4)c34.c1(ccccc1C#N)B(O)O>>c1(C#Cc2ccccc2c3ccccc3C#C[Si](C(C)C)(C(C)C)C(C)C)c4c(cccc4)ccc1c5ccccc5C(N)=O.[Si](C(C)C)(C(C)C)(C(C)C)C#Cc1ccccc1c2ccccc2C#Cc3c4c(cccc4)ccc3c5ccccc5C#N,Ignored this reaction
14,[Sb-](F)(F)(F)(F)(F)F.[O+]#N.C(C)(C)(C)c1cc2c(n(n(c(c3cc(C(C)(C)C)c4)c45)c(c3cc(C(C)(C)C)c6)c26)c(c5cc(C(C)(C)C)c7)c78)c8c1>>C(C)(C)(C)c1cc2c(n([N+](c(c3cc(C(C)(C)C)c4)c45)c(c3cc(C(C)(C)C)c6)c26)c(c5cc(C(C)(C)C)c7)c78)c8c1.[Sb](F)(F)(F)(F)(F)F,Ignored this reaction
15,B(F)(F)(F)=O(CC)CC.C(c1nc(cccc2)c2[nH]1)(c3c[nH]c(CCCC4)c34)c5c[nH]c(CCCC6)c56>>C(N1c(cccc2)c23)(=N3B(F)(F)n(c4c(CCCC4)c5)c56)C6=C7N(=C8C(CCCC8)=C7)B1(F)F,"element: bad valence on B having 5 drawn bonds, charge 0, and 0 radical electrons"
16,C(C(=C1N(=C(C)C=C1)B2(F)F)c3n(c(C)cc3)B4(F)F)(N2c(cccc5)c56)=N46.C1(CCCCCCCC)(CCCCCCCC)c2c(cccc2)c(ccc(C=O)c3)c13>>N12=C(C(=C3N(=C(C=Cc4ccc(c(cccc5)c5C6(CCCCCCCC)CCCCCCCC)c6c4)C=C3)B7(F)F)c(ccc8C=Cc9ccc(c(cccc%10)c%10C%11(CCCCCCCC)CCCCCCCC)c%11c9)n8B1(F)F)N7c(cccc%12)c2%12,"element: bad valence on N having 4 drawn bonds, charge 0, and 0 radical electrons"
17,c1(C=O)cc(OCCCCCCCC)ccc1OCCCCCCCC.C(C(=C1N(=C(C)C=C1)B2(F)F)c3n(c(C)cc3)B4(F)F)(N2c(cccc5)c56)=N46.c1(C=O)cc(OCCCCCCCC)ccc1OCCCCCCCC>>N12=C(C(=C3N(=C(C=Cc4cc(OCCCCCCCC)ccc4OCCCCCCCC)C=C3)B5(F)F)c(ccc6C=Cc7cc(OCCCCCCCC)ccc7OCCCCCCCC)n6B1(F)F)N5c(cccc8)c28,Ignored this reaction
18,c12c(CCCC1)cc[nH]2.c12c(cccc1)nc(CO)[nH]2.c12c(CCCC1)cc[nH]2>>C(c1nc(cccc2)c2[nH]1)(c3c[nH]c(CCCC4)c34)c5c[nH]c(CCCC6)c56,Ignored this reaction
19,c1(CC)ccc[nH]1.c12c(cc(Br)cc1)[nH]c(CO)n2.c1(CC)ccc[nH]1>>C(c1ccc(CC)[nH]1)(c2ccc(CC)[nH]2)c3[nH]c(ccc(Br)c4)c4n3,Ignored this reaction
20,B(F)(F)(F)=O(CC)CC.C(c1ccc(CC)[nH]1)(c2ccc(CC)[nH]2)c3[nH]c(ccc(F)c4)c4n3>>N12C(C(=C3N(=C(CC)C=C3)B1(F)F)c4n(c(CC)cc4)B5(F)F)=N5c(ccc(F)c6)c26,"element: bad valence on B having 5 drawn bonds, charge 0, and 0 radical electrons"
21,B(F)(F)(F)=O(CC)CC.C(c1ccc(CC)[nH]1)(c2ccc(CC)[nH]2)c3[nH]c(ccc(Br)c4)c4n3>>N12C(C(=C3N(=C(CC)C=C3)B1(F)F)c4n(c(CC)cc4)B5(F)F)=N5c(ccc(Br)c6)c26,"element: bad valence on B having 5 drawn bonds, charge 0, and 0 radical electrons"
