,error_ractions,error_info
0,N1CCCNCC1.c1(C=O)ccccc1O.c1(C=O)ccccc1O>>c1(ccccc1O)CN2CCCN(Cc3ccccc3O)CC2,Ignored this reaction
1,c1(C)cc(Cl)cc(C)c1OCC(C)=O.c1(OC)cc(CCN)ccc1O>>c1(C)cc(Cl)cc(C)c1OCC(C)NCCc2ccc(O)c(OC)c2.Cl,Ignored this reaction
2,c1(C)cc(Cl)cc(C)c1OCC(C)=O.c1(OC)cc(CCN)ccc1OC>>c1(C)cc(Cl)cc(C)c1OCC(C)NCCc2ccc(OC)c(OC)c2.Cl,Ignored this reaction
3,c1(C)cc(Br)cc(C)c1OCC(C)=O.c1(OC)cc(CCN)ccc1O>>c1(C)cc(Br)cc(C)c1OCC(C)NCCc2ccc(O)c(OC)c2.Cl,Ignored this reaction
4,c1(C)cc(Br)cc(C)c1OCC(C)=O.c1(OC)cc(CCN)ccc1OC>>c1(C)cc(Br)cc(C)c1OCC(C)NCCc2ccc(OC)c(OC)c2.Cl,Ignored this reaction
5,c1(C)cc(Br)cc(C)c1OCC(C)=O.c1(OC)ccc(CCN)cc1O>>c1(C)cc(Br)cc(C)c1OCC(C)NCCc2ccc(OC)c(O)c2.Cl,Ignored this reaction
6,c1(OCC(C)=O)c(C)ccc(C)c1C.c1(OC)cc(CCN)ccc1O>>c1(OCC(C)NCCc2ccc(O)c(OC)c2)c(C)ccc(C)c1C.Cl,Ignored this reaction
7,c1(OCC(C)=O)c(C)ccc(C)c1C.c1(OC)cc(CCN)ccc1OC>>c1(OCC(C)NCCc2ccc(OC)c(OC)c2)c(C)ccc(C)c1C.Cl,Ignored this reaction
8,c1(C)cc(C#N)cc(C)c1OCC(C)=O.c1(OC)cc(CCN)ccc1O>>c1(OCC(C)NCCc2ccc(O)c(OC)c2)c(C)cc(C#N)cc1C.Cl,Ignored this reaction
9,c1(OC)cc(CCN)ccc1O.c1(C)cc(C)cc(C)c1OCC(C)=O>>c1(C)cc(C)cc(C)c1OCC(C)NCCc2ccc(O)c(OC)c2.Cl,Ignored this reaction
10,c1(C)cc(C)cc(C)c1OCC(C)=O.c1(OC)cc(CCN)ccc1OC>>c1(C)cc(C)cc(C)c1OCC(C)NCCc2ccc(OC)c(OC)c2.Cl,Ignored this reaction
11,c1(N)ccccc1.c1(N)ccccc1.c1(N)ccccc1.c1(N)ccccc1>>C(O)(c1ccccc1)(c2ccccc2)C(=O)Nc3ccccc3C(=O)Nc4ccccc4,Ignored this reaction
12,c1(N)ccccc1.c1(N)ccccc1.c1(N)ccccc1.c1(N)ccccc1>>C1(c2ccccc2)(c3ccccc3)C(=O)Nc(c(ccc4)C(=O)Nc5ccccc5)c14,Ignored this reaction
