,error_ractions,error_info
0,N(c1ccc(OCc2ccccc2)cc1)(c3ccc(OCc4ccccc4)cc3)c5ccc(NC(=O)Cn6n[n+](C)c(CCCCCCNCc7ccc(OCCOCCOCCOc(cccc8)c8OCCOCCOCCO9)c9c7)c6)cc5.[P-](F)(F)(F)(F)(F)F.[H+].[I-]>>N(c1ccc(OCc2ccccc2)cc1)(c3ccc(OCc4ccccc4)cc3)c5ccc(NC(=O)Cn6n[n+](C)c(CCCCCCNCc7ccc(OCCOCCOCCOc(cccc8)c8OCCOCCOCCO9)c9c7)c6)cc5.[P-](F)(F)(F)(F)(F)F.[H+],Ignored this reaction
1,c1(Cl)cc(Cl)cc(C)c1N>>c1(cc(C)cc(c2ccccc2)c1)c3ccccc3,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
2,c12c(c(C)nn1c3ccccc3)[C@@H](C[C@@H](O)O2)c4ccccc4.P(=CC=O)(c1ccccc1)(c2ccccc2)c3ccccc3>>[C@]12(C(O)C=CC[C@H]1c3ccccc3)C(C)=NN(c4ccccc4)C2=O.[C@@]12(C(O)C=CC[C@H]1c3ccccc3)C(C)=NN(c4ccccc4)C2=O,Ignored this reaction
3,c12c(c(C)nn1c3ccccc3)[C@@H](C[C@@H](O)O2)c4ccccc4.P(=CC(C)=O)(c1ccccc1)(c2ccccc2)c3ccccc3>>c12c(c(C)nn1c3ccccc3)[C@@H](C[C@@H](CC(C)=O)O2)c4ccccc4.c12c(c(C)nn1c3ccccc3)[C@@H](C[C@H](CC(C)=O)O2)c4ccccc4,Ignored this reaction
4,c12c(OC(O)C[C@H]1c3ccccc3)n(c4ccccc4)nc2C(F)(F)F>>[C@]12(OC(=O)C[C@@H]1c3ccccc3)C(=O)N(c4ccc(C)cc4)N=C2C(F)(F)F.[C@@]12(OC(=O)C[C@H]1c3ccccc3)C(=O)N(c4ccc(C)cc4)N=C2C(F)(F)F.[C@]12(OC(=O)C[C@H]1c3ccccc3)C(=O)N(c4ccc(C)cc4)N=C2C(F)(F)F,Ignored this reaction
5,c1(Br)ccc(O)cc1>>[Tb+3]123([O-]N(=O)=O1)(N(=C4c5n(c(nn5)S6)N2=C6COc7ccc(Br)cc7)C8=CC=C4)N(=C9CO3c%10ccc(Br)cc%10)n(c(nn%11)S9)c8%11.O.N(=O)(=O)[O-],Ignored this reaction
6,c1(I)ccc(O)cc1>>[Tb+3]123([O-]N(=O)=O1)(N(=C4c5n(c(nn5)S6)N2=C6COc7ccc(I)cc7)C8=CC=C4)N(=C9CO3c%10ccc(I)cc%10)n(c(nn%11)S9)c8%11.O.N(=O)(=O)[O-],Ignored this reaction
7,c1(cccc(C(=O)O)n1)C(=O)O>>[Tb+3]123([O-]N(=O)=O1)(N(=C4c5n(c(nn5)S6)N2=C6COc7ccccc7)C8=CC=C4)N(=C9CO3c%10ccccc%10)n(c(nn%11)S9)c8%11.O.N(=O)(=O)[O-],Ignored this reaction
8,c1(cccc(C(=O)O)n1)C(=O)O>>[Tb+3]123([O-]N(=O)=O1)(N(=C4c5n(c(nn5)S6)N2=C6COc7ccc(C)cc7)C8=CC=C4)N(=C9CO3c%10ccc(C)cc%10)n(c(nn%11)S9)c8%11.O.N(=O)(=O)[O-],Ignored this reaction
9,c1(cccc(C(=O)O)n1)C(=O)O>>[Tb+3]123([O-]N(=O)=O1)(N(=C4c5n(c(nn5)S6)N2=C6COc7ccc(OC)cc7)C8=CC=C4)N(=C9CO3c%10ccc(OC)cc%10)n(c(nn%11)S9)c8%11.O.N(=O)(=O)[O-],Ignored this reaction
