,error_ractions,error_info
0,c1(cc(O)c(O)c(O)c1)C(=O)OC.c1(cc(O)c(O)c(O)c1)C(=O)OC>>c1(c2ccc(N(C)C)cc2)c(C(=O)OC)cc(OCO3)c3c1OC.Cl,Ignored this reaction
1,c1(cc(O)c(O)c(O)c1)C(=O)OC.c1(cc(O)c(O)c(O)c1)C(=O)OC>>Br.c1(c2ccc(N(C)C)cc2)c(C(=O)OC)cc(OCO3)c3c1OC,Ignored this reaction
2,N1(CCN(C)CCN(C)CC1)Cc2ccccc2>>[Ga+3]([F-])([F-])([F-])([N@](C)(CC1)CC2)([N@]1(C)CC3)[N@]23Cc4ccccc4.O,SMILES loader: chirality not possible on atom #4
3,N1(CCN(C)CCN(C)CC1)Cc2ccccc2>>[In+3]([F-])([F-])([F-])([N@](C)(CC1)CC2)([N@]1(C)CC3)[N@]23Cc4ccccc4,SMILES loader: chirality not possible on atom #4
4,N1(CCN(C)CCN(C)CC1)Cc2ccccc2>>[Ga+3]([18F-])([18F-])([18F-])([N@](C)(CC1)CC2)([N@]1(C)CC3)[N@]23Cc4ccccc4,SMILES loader: chirality not possible on atom #4
5,N1(C)CCN(C)CCN(C)CC1>>[Al+3]([F-])([F-])([F-])([N@](C)(CC1)CC2)([N@]1(C)CC3)[N@]23C.O,SMILES loader: chirality not possible on atom #4
6,c1(F)cc(Br)ccc1CN.Cl[H]>>n12c(ccc(NCCCC)n1)ncc2c3ccc(CN)c(F)c3.Cl,Ignored this reaction
7,n12c(ncc1Br)ccc(Cl)n2.n12c(ncc1Br)ccc(Cl)n2>>n12c(ccc(NCCCC)n1)ncc2c3cn[nH]c3,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
8,C(F)(F)(F)C(=O)NCCNc1ccccc1>>n12c(ccc(NCCN(C(=O)OCC)c3ccccc3)n1)ncc2Br,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
9,C(F)(F)(F)C(=O)NCCNc1ccccc1>>n12c(ccc(NCCN(C(=O)OCC)c3ccccc3)n1)ncc2c4ccc(C(N)=O)cc4,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
10,n12c(ncc1Br)ccc(N3CCNCC3)n2.Cl>>n12c(ccc(N3CCN(C(=O)OC(C)C)CC3)n1)ncc2c4ccccc4.Cl,Ignored this reaction
11,n12c(ncc1Br)ccc(N3CCNCC3)n2.Cl>>n12c(ccc(N3CCN(C(=O)CC(C)(C)C)CC3)n1)ncc2c4ccncc4OC.Cl,Ignored this reaction
12,n12c(ncc1Br)ccc(N3CCNCC3)n2.Cl>>n12c(ccc(N3CCN(C(=O)C(C)(C)C)CC3)n1)ncc2c4ccccc4.Cl,Ignored this reaction
13,n12c(ncc1Br)ccc(N3CCNCC3)n2.Cl>>n12c(ccc(N3CCN(C(=O)NC(C)(C)C)CC3)n1)ncc2c4ccccc4.Cl,Ignored this reaction
14,n12c(ncc1Br)ccc(N3CCNCC3)n2.Cl>>n12c(ccc(N3CCN(C(=O)N4CCCC4)CC3)n1)ncc2c5ccccn5.Cl,Ignored this reaction
15,C(C)(=O)O.n12c(ncc1Br)ccc(N3CCN(C(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)CC3)n2>>n12c(ccc(N3CCN(C(=O)[C@@H](N)CC(C)C)CC3)n1)ncc2c4cccnc4OC,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
16,c12c(cccc1)cc(c3ccccc3)cc2C(=O)N(C)C>>c1(C(=O)Nc2cccc(\C=C\C(=O)OCC)c2)cc(c3ccccc3)cc(cccc4)c14,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
17,c12c(cccc1)cc(c3ccccc3)cc2C(=O)O>>c1(C(=O)Nc2cccc(\C=C\C(=O)O)c2)cc(c3ccccc3)cc(cccc4)c14,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
18,c1(\C=C\C(=O)OCC)cccc(N)c1.c1(\C=C\C(=O)OCC)cccc(N)c1.c1(\C=C\C(=O)OCC)cccc(N)c1>>c1(C(=O)Nc2cccc(\C=C\C(=O)OCC)c2)cc(c3cccc(N4CCN(C(=O)OC(C)(C)C)CC4)c3)cc(cccc5)c15,Ignored this reaction
19,c1(C(=O)Nc2cccc(\C=C\C(=O)OCC)c2)cc(c3cccc(OC(=O)Oc4ccc(N(=O)=O)cc4)c3)cc(cccc5)c15>>c1(C(=O)Nc2cccc(\C=C\C(=O)O)c2)cc(c3cccc(OC(=O)N(C)C)c3)cc(cccc4)c14,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
20,c1(cnc(Cl)c(N)c1)C(=O)OC>>c12c(ncc(NC(=O)OCc3ccccc3)c1)C[C@@H](NC(=O)OC(C)(C)C)C(=O)N2,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
21,c1(cnc(Cl)c(N)c1)C(=O)OC>>S(=O)(=O)(c1cccc(C)c1)N2C[C@H](NC(=O)OC(C)(C)C)Cc(ncc(NC(=O)OCc3ccccc3)c4)c24,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
22,c1(cnc(Cl)c(N)c1)C(=O)OC>>N1(C[C@H](NC(=O)OC(C)(C)C)Cc(ncc(NC(=O)c2c(Cl)cccc2Cl)c3)c13)S(=O)(=O)c4cccc(C)c4,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
23,c1(cnc(Cl)c(N)c1)C(=O)OC>>C(F)(F)(F)C(=O)O.N1(C[C@H](N)Cc(ncc(NC(=O)c2c(Cl)cccc2Cl)c3)c13)S(=O)(=O)c4cccc(C)c4,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
24,c1(Cl)cc(Cl)ncc1CO>>n1(ncc(ncc(NC(=O)c2c(F)cccc2Cl)c3)c13)S(=O)(=O)c4ccc(F)cc4,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
25,c1(cnc(Cl)cc1Cl)C(=O)OC>>n1(ncc(ncc(NC(=O)c2c(F)cccc2Cl)c3)c13)S(=O)(=O)c4ccc(F)cc4,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
26,c1(Cl)cc(Cl)ncc1C=O>>n1(ncc(ncc(NC(=O)c2c(F)cccc2Cl)c3)c13)S(=O)(=O)c4ccc(F)cc4,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
27,c1(N(=O)=O)cc(C(=O)OC)cnc1Cl>>c12c(ncc(NC(=O)OCc3ccccc3)c1)C[C@@H](NC(=O)OC(C)(C)C)C(=O)N2,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
28,c1(N(=O)=O)cc(C(=O)OC)cnc1Cl>>C(C)(C)(C)OC(=O)N[C@H]1CNc(cc(NC(=O)OCc2ccccc2)cn3)c3C1,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
29,O(C(=O)NC[C@H](O)C(=O)O)C(C)(C)C.O(C(=O)NC[C@H](O)C(=O)O)C(C)(C)C>>c12c(ncc(NC(=O)OC(C)(C)C)c1)O[C@@H](CNC(=O)OC(C)(C)C)C(=O)N2,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
30,[Br-].C1(C)(C)NC(=O)N(CCC[N+](C)(C)CC#C)C1=O>>C1(C)(C)NC(=O)N(CCC[N+](C)(C)Cc2nnn(CC[N+](C)(C)CCCCCC)c2)C1=O.[Cl-],Ignored this reaction
31,C(CCC)CCBr.C(CCC)CCBr>>C1(=O)C(C)(C)NC(=O)N1CCC[N+](C)(C)CCCCCC.[Cl-],Ignored this reaction
32,C(CCC)CCBr.C(CCC)CCBr>>C1(C)(C)N(Cl)C(=O)N(CCC[N+](C)(C)CCCCCC)C1=O.[Cl-],Ignored this reaction
33,[Br-].C1(C)(C)NC(=O)N(CCC[N+](C)(C)CCCCCCCCCCCC)C1=O>>C1(C)(C)N(Cl)C(=O)N(CCC[N+](C)(C)CCCCCCCCCCCC)C1=O.[Cl-],Ignored this reaction
34,C1(C)(C)NC(=O)NC1=O.C1(C)(C)NC(=O)NC1=O>>[Br-].C1(C)(C)NC(=O)N(CCC[N+](C)(C)C)C1=O,Ignored this reaction
35,[Br-].C1(C)(C)NC(=O)N(CC[N+](C)(C)C)C1=O>>C1(C)(C)N(Cl)C(=O)N(CC[N+](C)(C)C)C1=O.[Cl-],Ignored this reaction
36,N1(CCC(=O)CC1)C(=O)OCc2ccccc2>>C12(OCC(=O)N(C3CC3)C1)CCN(S(=O)(=O)N4CCN(c5ccc(cccn6)c6c5)CC4)CC2F,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
37,N1(CCC(=O)CC1)C(=O)OCc2ccccc2>>C12(OCC(=O)N(C3CC3)C1)CCN(S(=O)(=O)N4CCN(c5ccc(cccn6)c6c5)CC4)CC2F,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
38,N1(CCC(=O)CC1)C(=O)OCc2ccccc2>>C12(OCC(=O)N(C3CC3)C1)CCN(S(=O)(=O)N4CCN(c5ccc(cccn6)c6c5)CC4)CC2F,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
39,[Si](C)(C)(C)OC1=CCN(C(=O)OCc2ccccc2)CC1>>C12(OCC(=O)N(C3CC3)C1)CCN(S(=O)(=O)N4CCN(c5ccc(cccn6)c6c5)CC4)CC2F,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
40,[Si](C)(C)(C)OC1=CCN(C(=O)OCc2ccccc2)CC1>>C12(OCC(=O)N(C3CC3)C1)CCN(S(=O)(=O)N4CCN(c5ccc(cccn6)c6c5)CC4)CC2F,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
41,[Si](C)(C)(C)OC1=CCN(C(=O)OCc2ccccc2)CC1>>C12(OCC(=O)N(C3CC3)C1)CCN(S(=O)(=O)N4CCN(c5ccc(cccn6)c6c5)CC4)CC2F,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
42,N1(CCC(=O)C(F)C1)C(=O)OCc2ccccc2>>C12(OCC(=O)N(C3CC3)C1)CCN(S(=O)(=O)N4CCN(c5ccc(cccn6)c6c5)CC4)CC2F,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
43,N1(CCC(=O)C(F)C1)C(=O)OCc2ccccc2>>C12(OCC(=O)N(C3CC3)C1)CCN(S(=O)(=O)N4CCN(c5ccc(cccn6)c6c5)CC4)CC2F,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
44,N1(CCC(=O)C(F)C1)C(=O)OCc2ccccc2>>C12(OCC(=O)N(C3CC3)C1)CCN(S(=O)(=O)N4CCN(c5ccc(cccn6)c6c5)CC4)CC2F,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
45,c1(CBr)ccccc1>>c1(cnn(C)n1)SCc2ccccc2.c1(cnnn1C)SCc2ccccc2.c1(nnn(C)c1)SCc2ccccc2,Ignored this reaction
46,c1(cncn1CCOCc2ccccc2)COc3cc(O)cc(F)c3.Cl>>c12c(ncnc1N)n(C3CCOCC3)nc2c4ccc(Oc5cc(F)cc(OCc6cncn6CCOCc7ccccc7)c5)cc4.Cl,Ignored this reaction
47,c1(cncn1CCOCc2ccccc2)COc3cc(O)cc(F)c3.Cl>>c1(c2ccc(Oc3cc(F)cc(OCc4cncn4CCO)c3)cc2)nn(C5CCOCC5)c(ncnc6N)c16.Cl,Ignored this reaction
48,C1(NN)CCOCC1.Cl[H]>>c12c(ncnc1N)n(C3CCOCC3)nc2c4ccc(Oc5cc(F)cc(OCc6cncn6C)c5)cc4F.Cl,Ignored this reaction
49,C(/O)(=C(/C#N)\C#N)\c1ccc(Br)cc1>>c1(nn(C(C)C)c(ncnc2N)c12)c3ccc(Oc4cc(F)cc(OCc5ccc(C)nc5)c4)cc3.Cl,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
50,C(/O)(=C(/C#N)\C#N)\c1ccc(Br)cc1>>c1(nn(C)c(ncnc2N)c12)c3ccc(Oc4cccc(OCc5ccccc5)c4)cc3.Cl,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
51,C(/O)(=C(/C#N)\C#N)\c1ccc(Br)cc1>>c1(c2ccc(Oc3cccc(OCc4cccc(OC)c4)c3)cc2)nn(C5CCCC5)c(ncnc6N)c16.Cl,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
52,C(/OC)(=C(/C#N)\C#N)\c1ccc(Br)cc1>>c12c(ncnc1N)n(C3CCOCC3)nc2c4ccc(Oc5cc(F)cc(OCc6ccc(C)nc6)c5)cc4.Cl,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
53,C(/OC)(=C(/C#N)\C#N)\c1ccc(Br)cc1>>c12c(ncnc1N)n(C3CCCC3)nc2c4ccc(Oc5cccc(COc6ccccc6C#N)c5)cc4.Cl,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
54,c1(ccc(OC)cc1)N(CC)CC.c1(ccc(OC)cc1)N(CC)CC.c1(ccc(OC)cc1)N(CC)CC>>C(C)(=O)O.C1(=C2C(=CC(=N)C=C2)Oc(cc(N)cc3)c13)c4cc(N(CC)CC)c(N(CC)CCCC(=O)OC)cc4OC,Ignored this reaction
55,c1(ccc(OC)cc1N)N(CC)CC.c1(ccc(OC)cc1N)N(CC)CC.c1(ccc(OC)cc1N)N(CC)CC>>C(C)(=O)O.C1(=C2C(=CC(=N)C=C2)Oc(cc(N)cc3)c13)c4cc(N(CC)CC)c(N(CC)CCCC(=O)OC)cc4OC,Ignored this reaction
56,S([O-])(=O)(=O)C(F)(F)F.C1(=C2C(=C\C(=[N+](\CC=C)/CC=C)\C=C2)Oc(cc(N(CC=C)CC=C)cc3)c13)c4cc(N(CC)CC)c(N(CC)CCCC(=O)OC)cc4OC>>c1(S(=O)(=O)O)c(F)c(F)c(O)c(F)c1F.C2(=C3C(=CC(=N)C=C3)Oc(cc(N)cc4)c24)c5cc(N(CC)CC)c(N(CC)CCCC(=O)NCCCCC(C(=O)OCOC(C)=O)N(CC(=O)OCOC(C)=O)CC(=O)OCOC(C)=O)cc5OC,Ignored this reaction
57,S([O-])(=O)(=O)C(F)(F)F.C1(=C2C(=C\C(=[N+](\CC=C)/CC=C)\C=C2)Oc(cc(N(CC=C)CC=C)cc3)c13)c4cc(N(CC)CC)c(N(CC)CCCC(=O)OC)cc4OC>>c1(S(=O)(=O)O)c(F)c(F)c(O)c(F)c1F.C2(=C3C(=CC(=N)C=C3)Oc(cc(N)cc4)c24)c5cc(N(CC)CC)c(N(CC)CCCC(=O)NCCNC(=O)COC6Cc7c(cccc7)C#Cc(cccc8)c68)cc5OC,Ignored this reaction
58,C(C)(=O)O.C1(=C2C(=CC(=N)C=C2)Oc(cc(N)cc3)c13)c4cc(N(CC)CC)c(N(CC)CCCC(=O)OC)cc4OC>>c1(S(=O)(=O)O)c(F)c(F)c(O)c(F)c1F.C2(=C3C(=CC(=N)C=C3)Oc(cc(N)cc4)c24)c5cc(N(CC)CC)c(N(CC)CCCC(=O)NCCCCC(C(=O)OCOC(C)=O)N(CC(=O)OCOC(C)=O)CC(=O)OCOC(C)=O)cc5OC,Ignored this reaction
