,error_ractions,error_info
0,C1(C=CN(Cc2ccccc2)C=C1N(=O)=O)[C@H](C=O)Cc3ccc(cccc4)c4c3.P(=CC(=O)OCC)(c1ccccc1)(c2ccccc2)c3ccccc3>>[C@]1([H])(C=CN(Cc2ccccc2)C=C1N(=O)=O)[C@H](\C=C\C(=O)OCC)Cc3ccc(cccc4)c4c3.[C@@]1([H])(C=CN(Cc2ccccc2)C=C1N(=O)=O)[C@H](\C=C\C(=O)OCC)Cc3ccc(cccc4)c4c3,Ignored this reaction
1,C1(C=CN(Cc2ccccc2)C=C1N(=O)=O)[C@H](C=O)COCc3ccccc3.P(=CC(=O)OCC)(c1ccccc1)(c2ccccc2)c3ccccc3>>[C@]1([H])(C=CN(Cc2ccccc2)C=C1N(=O)=O)[C@@H](COCc3ccccc3)\C=C\C(=O)OCC.[C@@]1([H])(C=CN(Cc2ccccc2)C=C1N(=O)=O)[C@@H](COCc3ccccc3)\C=C\C(=O)OCC,Ignored this reaction
2,C1(C=CN(Cc2ccc(Br)cc2)C=C1N(=O)=O)[C@H](C=O)Cc3ccccc3.P(=CC(=O)OCC)(c1ccccc1)(c2ccccc2)c3ccccc3>>[C@]1([H])(C=CN(Cc2ccc(Br)cc2)C=C1N(=O)=O)[C@H](\C=C\C(=O)OCC)Cc3ccccc3.[C@@]1([H])(C=CN(Cc2ccc(Br)cc2)C=C1N(=O)=O)[C@H](\C=C\C(=O)OCC)Cc3ccccc3,Ignored this reaction
3,C1(C=CN(Cc2ccc(OC)cc2)C=C1N(=O)=O)[C@H](C=O)Cc3ccccc3.P(=CC(=O)OCC)(c1ccccc1)(c2ccccc2)c3ccccc3>>[C@]1([H])(C=CN(Cc2ccc(OC)cc2)C=C1N(=O)=O)[C@H](\C=C\C(=O)OCC)Cc3ccccc3.[C@@]1([H])(C=CN(Cc2ccc(OC)cc2)C=C1N(=O)=O)[C@H](\C=C\C(=O)OCC)Cc3ccccc3,Ignored this reaction
4,C1(C=CN(CCCC)C=C1N(=O)=O)[C@H](C=O)Cc2ccccc2.P(=CC(=O)OCC)(c1ccccc1)(c2ccccc2)c3ccccc3>>[C@]1([H])(C=CN(CCCC)C=C1N(=O)=O)[C@H](\C=C\C(=O)OCC)Cc2ccccc2.[C@@]1([H])(C=CN(CCCC)C=C1N(=O)=O)[C@H](\C=C\C(=O)OCC)Cc2ccccc2,Ignored this reaction
5,C1([C@H](C=O)Cc2ccccc2)C(CC)=CN(Cc3ccccc3)C=C1N(=O)=O.P(=CC(=O)OCC)(c1ccccc1)(c2ccccc2)c3ccccc3>>[C@]1([H])(C(CC)=CN(Cc2ccccc2)C=C1N(=O)=O)[C@H](\C=C\C(=O)OCC)Cc3ccccc3.[C@@]1([H])(C(CC)=CN(Cc2ccccc2)C=C1N(=O)=O)[C@H](\C=C\C(=O)OCC)Cc3ccccc3,Ignored this reaction
6,C1([C@H](C=O)Cc2ccccc2)C(N(=O)=O)=CN(Cc3ccccc3)C=C1Cc4ccccc4.P(=CC(=O)OCC)(c1ccccc1)(c2ccccc2)c3ccccc3>>[C@]1([H])([C@H](\C=C\C(=O)OCC)Cc2ccccc2)C(N(=O)=O)=CN(Cc3ccccc3)C=C1Cc4ccccc4.[C@@]1([H])([C@H](\C=C\C(=O)OCC)Cc2ccccc2)C(N(=O)=O)=CN(Cc3ccccc3)C=C1Cc4ccccc4,Ignored this reaction
7,C1(C=CN(Cc2ccccc2)C=C1C#N)[C@H](C=O)Cc3ccccc3.P(=CC(=O)OCC)(c1ccccc1)(c2ccccc2)c3ccccc3>>[C@]1([H])(C=CN(Cc2ccccc2)C=C1C#N)[C@H](\C=C\C(=O)OCC)Cc3ccccc3.[C@@]1([H])(C=CN(Cc2ccccc2)C=C1C#N)[C@H](\C=C\C(=O)OCC)Cc3ccccc3,Ignored this reaction
8,C1(C=CN(Cc2ccccc2)C=C1C#N)[C@H](C=O)CC.P(=CC(=O)OCC)(c1ccccc1)(c2ccccc2)c3ccccc3>>[C@]1([H])(C=CN(Cc2ccccc2)C=C1C#N)[C@@H](CC)\C=C\C(=O)OCC.[C@@]1([H])(C=CN(Cc2ccccc2)C=C1C#N)[C@@H](CC)\C=C\C(=O)OCC,Ignored this reaction
9,C1(N(=O)=O)=CN(Cc2ccccc2)C=CC1CC=O.P(=CC(=O)OCC)(c1ccccc1)(c2ccccc2)c3ccccc3>>C1(N(=O)=O)=CN(Cc2ccccc2)C=C[C@@H]1CC=CC(=O)OCC.C1(N(=O)=O)=CN(Cc2ccccc2)C=C[C@H]1CC=CC(=O)OCC,Ignored this reaction
