,error_ractions,error_info
0,[Fe].O.C.O.O.O.[Sr].O.O.O.[W].[Mo].O.O.O>>[Fe].[Mo].O.O.O.O.O.O.[Sr].[Sr].[W],Ignored this reaction
1,[Fe].O.C.O.O.O.[Sr].O.O.O.[W].[Mo].O.O.O>>[Fe].[Mo].O.O.O.O.O.O.[Sr].[Sr].[W],Ignored this reaction
2,[Fe].O.C.O.O.O.[Sr].O.O.O.[W].[Mo].O.O.O>>[Fe].[Mo].O.O.O.O.O.O.[Sr].[Sr].[W],Ignored this reaction
3,[Fe].O.C.O.O.O.[Sr].O.O.O.[W].[Mo].O.O.O>>[Fe].[Mo].O.O.O.O.O.O.[Sr].[Sr].[W],Ignored this reaction
4,[Fe].O.C.O.O.O.[Sr].O.O.O.[W].[Mo].O.O.O>>[Fe].[Mo].O.O.O.O.O.O.[Sr].[Sr].[W],Ignored this reaction
5,[Fe].O.C.O.O.O.[Sr].O.O.O.[W].[Mo].O.O.O>>[Fe].[Mo].O.O.O.O.O.O.[Sr].[Sr].[W],Ignored this reaction
6,[Fe].O.C.O.O.O.[Sr].O.O.O.[W].[Mo].O.O.O>>[Fe].[Mo].O.O.O.O.O.O.[Sr].[Sr].[W],Ignored this reaction
7,[Fe].O.C.O.O.O.[Sr].O.O.O.[W].[Mo].O.O.O>>[Fe].[Mo].O.O.O.O.O.O.[Sr].[Sr].[W],Ignored this reaction
8,[Fe].O.C.O.O.O.[Sr].O.O.O.[W].[Mo].O.O.O>>[Fe].[Mo].O.O.O.O.O.O.[Sr].[Sr].[W],Ignored this reaction
9,C(CCC(C)=CCBr)=C(C)CC\C=C(\C)/C.C(=O)(OCC)CCC(C)=O.n1(cnc(c(N)ncn2)c12)[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O>>[Br-].[C@]12([H])[C@]([H])(O[C@@](C)(CCC(=O)OCC)O1)[C@@H](CO)O[C@H]2n3cnc(c(N)[n+](CC=C(C)CCC=C(C)CC\C=C(\C)/C)cn4)c34.[Br-].[C@]12([H])[C@]([H])(O[C@](C)(CCC(=O)OCC)O1)[C@@H](CO)O[C@H]2n3cnc(c(N)[n+](CC=C(C)CCC=C(C)CC\C=C(\C)/C)cn4)c34,Ignored this reaction
10,C(CCC(C)=CCBr)=C(C)CC\C=C(\C)/C.C(=O)(OCC)CCC(C)=O.n1(cnc(c(N)ncn2)c12)[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O>>[C@]12([H])[C@]([H])(O[C@@](C)(CCC(=O)OCC)O1)[C@@H](CO)O[C@H]2n3cnc(c(NCC=C(C)CCC=C(C)CC\C=C(\C)/C)ncn4)c34.[C@]12([H])[C@]([H])(O[C@](C)(CCC(=O)OCC)O1)[C@@H](CO)O[C@H]2n3cnc(c(NCC=C(C)CCC=C(C)CC\C=C(\C)/C)ncn4)c34,Ignored this reaction
11,C(=O)(OCC)CCC(C)=O.C(/CBr)=C(\C)/C.n1(cnc(c(N)ncn2)c12)[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O.n1(cnc(c(N)ncn2)c12)[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O.C(/CBr)=C(\C)/C.C(=O)(OCC)CCC(C)=O>>[Br-].[C@]12([H])[C@]([H])(O[C@](C)(CCC(=O)OCC)O1)[C@@H](CO)O[C@H]2n3cnc(c(N)[n+](C\C=C(\C)/C)cn4)c34.[Br-].[C@H]12[C@H](O[C@@](C)(CCC(=O)OCC)O1)[C@@H](CO)O[C@H]2n3cnc(c(N)[n+](C\C=C(\C)/C)cn4)c34,Ignored this reaction
12,C(=O)(OCC)CCC(C)=O.C(/CBr)=C(\C)/C.n1(cnc(c(N)ncn2)c12)[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O>>[C@]12([H])[C@]([H])(O[C@@](C)(CCC(=O)OCC)O1)[C@@H](CO)O[C@H]2n3cnc(c(NC\C=C(\C)/C)ncn4)c34.[C@]12([H])[C@]([H])(O[C@](C)(CCC(=O)OCC)O1)[C@@H](CO)O[C@H]2n3cnc(c(NC\C=C(\C)/C)ncn4)c34,Ignored this reaction
