,error_ractions,error_info
0,C(CC)CC=O.c1(ccc(Br)cc1)\C=C\N(=O)=O>>[C@H](CN(=O)=O)([C@H](C=O)CCC)c1ccc(Br)cc1,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
1,c12c(cccc1)cc(C=O)[nH]2.c12c(cccc1)ccc(C)[n+]2C.[I-]>>c12c(cccc1)ccc(\C=C\c3cc(cccc4)c4[nH]3)[n+]2C.[I-],Ignored this reaction
2,c1(ccc(Cl)cc1)N(=O)=O>>c1(Cl)ccc(N)cc1.c1(N)ccccc1.c1(NO)ccc(Cl)cc1,Ignored this reaction
3,O(C)CBr.[Si](CC)(CC)(CC)O[C@H](C[C@@H](O)C[C@H](O)C[C@@H]1CCC[C@H](CCO[Si](C)(C)C(C)(C)C)O1)[C@@H](C)COCc2ccccc2.O(C)CBr>>[Si](CC)(CC)(CC)O[C@H](C[C@@H](OCOC)C[C@H](OCOC)C[C@@H]1CCC[C@H](CCO[Si](C)(C)C(C)(C)C)O1)[C@@H](C)COCc2ccccc2,Ignored this reaction
4,c1(Br)ccc(Br)s1.C1(CCCCCC)(CCCCCC)c2c(ccc(C#C)c2)c(ccc(n3c4c(cccc4)c(cccc5)c35)c6)c16.C1(CCCCCC)(CCCCCC)c2c(ccc(C#C)c2)c(ccc(n3c4c(cccc4)c(cccc5)c35)c6)c16>>C1(CCCCCC)(CCCCCC)c2c(ccc(C#Cc3ccc(C#Cc4ccc(c(ccc(n5c6c(cccc6)c(cccc7)c57)c8)c8C9(CCCCCC)CCCCCC)c9c4)s3)c2)c(ccc(n%10c%11c(cccc%11)c(cccc%12)c%10%12)c%13)c1%13,Ignored this reaction
5,C1(=O)NC(=O)NC(=O)C1=O.c12c(cccc1)C(=O)NNC2=O.c12c(cccc1)C(=O)C=C(O)C2=O>>C12(C(=O)NC(=O)NC1=O)C3=C(C(=O)c(cccc4)c4C3=O)N(C(=O)c(cccc5)c5C6=O)N26,Ignored this reaction
6,c12c(cccc1)C(=O)NNC2=O.c12c(cccc1)C(=O)C=C(O)C2=O.c1(C=O)ccc(C)cc1>>C1(c2ccc(C)cc2)C3=C(C(=O)c(cccc4)c4C3=O)N(C(=O)c(cccc5)c5C6=O)N16,Ignored this reaction
7,c12c(cccc1)C(=O)NNC2=O.c12c(cccc1)C(=O)C=C(O)C2=O.c1(OC)ccc(C=O)cc1>>N12N(C(=O)c(cccc3)c3C1=O)C(c4ccc(OC)cc4)C(C(=O)c(cccc5)c5C6=O)=C26,Ignored this reaction
8,c12c(cccc1)C(=O)NNC2=O.c12c(cccc1)C(=O)C=C(O)C2=O.c1(C=O)ccc(O)cc1>>C1(c2ccc(O)cc2)C3=C(C(=O)c(cccc4)c4C3=O)N(C(=O)c(cccc5)c5C6=O)N16,Ignored this reaction
9,c12c(cccc1)C(=O)NNC2=O.c12c(cccc1)C(=O)C=C(O)C2=O.c1(C=O)cccc(F)c1>>N12N(C(=O)c(cccc3)c3C1=O)C(c4cccc(F)c4)C(C(=O)c(cccc5)c5C6=O)=C26,Ignored this reaction
