,error_ractions,error_info
0,C1(S)CCCCC1.N1(CC\C(=C\C(=O)OCC)\CC1)Cc2ccccc2>>C1(CC(=O)OCC)(CCN(Cc2ccccc2)CC1)SC3CCCCC3.Cl,Ignored this reaction
1,c1(CS)ccc(C)cc1.N1(CC\C(=C\C(=O)OCC)\CC1)Cc2ccccc2>>C1(CC(=O)OCC)(SCc2ccc(C)cc2)CCN(Cc3ccccc3)CC1.Cl,Ignored this reaction
2,c1(OC)ccc(CS)cc1.N1(CC\C(=C\C(=O)OCC)\CC1)Cc2ccccc2>>C1(CC(=O)OCC)(SCc2ccc(OC)cc2)CCN(Cc3ccccc3)CC1.Cl,Ignored this reaction
3,c1(ccc(C=O)cc1)N(=O)=O.C(=O)(OC)CC(C)=O.c1(N)ccccc1>>N1(c2ccccc2)[C@H](c3ccc(N(=O)=O)cc3)CC(Nc4ccccc4)=C(C(=O)OC)[C@H]1c5ccc(N(=O)=O)cc5,Ignored this reaction
4,B(F)(F)(F)F.c1ccc[cH+]cc1.c12c(cccc1)ccc(C#[13CH])c2>>c12c(cccc1)ccc(C#[13C]C3C=CC=CC=C3)c2,Ignored this reaction
5,C(CC)C(=C)Br.c1(ccc(Br)cc1)N(C)NC(C)=O>>c12c(ccc(Br)c1)n(C)c(CCC)c2,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
6,n1ccccc1.C(=Nc1ccccc1N=Cc2c(O)c(C=Nc3ccccc3N=C(c4ccccc4)c5cc(Cl)ccc5O)c(O)c(C=Nc6ccccc6N=C(c7ccccc7)c8cc(Cl)ccc8O)c2O)(c9ccccc9)c%10cc(Cl)ccc%10O.O([H])[H].C(C)([O-])=O.O([H])[H].[Ni+2].C(C)#N>>C(C)#N.n1ccccc1.[Ni+2]23(N(=Cc(c4c(C=N5[Ni+2]6(N(c(cccc7)c57)=C(c8ccccc8)c(cc(Cl)cc9)c9[O-]6)[O-]4)c([O-][Ni+2]%10(N(=C(c%11ccccc%11)c(cc(Cl)cc%12)c%12[O-]%10)c(cccc%13)c%13%14)N%14=C%15)c%15%16)c%16[O-]2)c(cccc%17)c%17%18)N%18=C(c%19ccccc%19)c(cc(Cl)cc%20)c%20[O-]3.O,Ignored this reaction
7,C(C)O.C(CCCCCCCC)(CCCCCCCCC(=O)OC)[Si](Cl)(Cl)Cl.C(C)O.C(C)O>>[Si](OCC)(OCC)(OCC)C(CCCCCCCC)CCCCCCCCC(=O)OC,Ignored this reaction
8,[Si](Cl)(Cl)(Cl)C(CCCCCCCCC(=O)OC)CC(CCCCCC)[Si](Cl)(Cl)Cl.C(C)O.C(C)O.C(C)O.C(C)O.C(C)O.C(C)O>>[Si](OCC)(OCC)(OCC)C(CCCCCCCCC(=O)OC)CC(CCCCCC)[Si](OCC)(OCC)OCC,Ignored this reaction
9,c1(ccc(C)cc1)B(O)O.[N+](C)(C)(C)\N=C(\c1ccccc1)/c2ccccc2.[I-]>>C(=O)(c1ccccc1)c2ccccc2.C(=N\c1ccc(C)cc1)(/c2ccccc2)\c3ccccc3,Ignored this reaction
10,c1(N=[C])c(C)cccc1C.c1(C)ccccc1.[Ti+4]2345(C6(C)=C27C)(C6(C)=C38C)([C@-]78C)[NH-2]9[Cu+]([O-]S(=O)(=O)[C@@](F)(F)F)([NH-2]([Ti+4]9%10%11(C%12(C)=C%10%13C)(C%12(C)=C%11%14C)([C@@-]%13%14C)[N-3]4%15)[Ti+4]%15%16%17%18(C%19(C)=C%16%20C)(C%19(C)=C%17%21C)[C@@-]%20%21C)[NH-2]5%18>>S([O-])(=O)(=O)[C@@](F)(F)F.c1(C)ccccc1.[Ti+4]2345(C6(C)=C27C)(C6(C)=C38C)([C@-]78C)[NH-2]9[Cu+]([C-]#[N+]c%10c(C)cccc%10C)([NH-2]([Ti+4]9%11%12(C%13(C)=C%11%14C)(C%13(C)=C%12%15C)([C@@-]%14%15C)[N-3]4%16)[Ti+4]%16%17%18%19(C%20(C)=C%17%21C)(C%20(C)=C%18%22C)[C@@-]%21%22C)[NH-2]5%19,Ignored this reaction
11,C(C)(C)(C)N=[C].c1(C)ccccc1.[Ti+4]2345(C6(C)=C27C)(C6(C)=C38C)([C@-]78C)[NH-2]9[Cu+]([O-]S(=O)(=O)[C@@](F)(F)F)([NH-2]([Ti+4]9%10%11(C%12(C)=C%10%13C)(C%12(C)=C%11%14C)([C@@-]%13%14C)[N-3]4%15)[Ti+4]%15%16%17%18(C%19(C)=C%16%20C)(C%19(C)=C%17%21C)[C@@-]%20%21C)[NH-2]5%18>>S([O-])(=O)(=O)[C@@](F)(F)F.c1(C)ccccc1.[Ti+4]2345(C6(C)=C27C)(C6(C)=C38C)([C@-]78C)[NH-2]9[Cu+]([C-]#[N+]c%10c(C)cccc%10C)([NH-2]([Ti+4]9%11%12(C%13(C)=C%11%14C)(C%13(C)=C%12%15C)([C@@-]%14%15C)[N-3]4%16)[Ti+4]%16%17%18%19(C%20(C)=C%17%21C)(C%20(C)=C%18%22C)[C@@-]%21%22C)[NH-2]5%19,Ignored this reaction
12,[Cr]12(C#O)(C#O)([NH]#[O+])([CH]3=[CH]14)([CH-]35)[CH]5=C24C(=O)Cl.N([H])([H])[H]>>[Cr]12(C#O)(C#O)(N#[O+])([CH-]34)([CH]3=[CH]15)[CH]4=C25C(=O)NC(C)=O.[Cr]12(C#O)(C#O)(N#[O+])([CH-]34)([CH]3=[CH]15)[CH]4=C25C(=O)NC#N,Ignored this reaction
13,c1(OC)ccc(Br)cc1.c1(\C(\C)=N\NS(=O)(=O)c2ccc(C)cc2)c(OC)cc(OC)cc1OC>>c1(c(OC)cc(OC)cc1OC)C(=C)c2ccc(OC)cc2,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
14,c1(OC)ccc(Cl)cc1.c1(\C(\C)=N\NS(=O)(=O)c2ccc(C)cc2)c(OC)cc(OC)cc1OC>>c1(c(OC)cc(OC)cc1OC)C(=C)c2ccc(OC)cc2,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
15,c12c(cccc1)ccc(I)c2.c1(\C(\C)=N\NS(=O)(=O)c2ccc(C)cc2)c(OC)cc(OC)cc1OC>>c1(c(OC)cc(OC)cc1OC)C(=C)c2ccc(cccc3)c3c2,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
16,c1(OC)ccc(I)cc1.S(=O)(=O)(NN=C(C(C)C)c1cc(OC)c(OC)c(OC)c1)c2ccc(C)cc2>>C(=C(/C)\C)(/c1ccc(OC)cc1)\c2cc(OC)c(OC)c(OC)c2,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
17,[Pd+2]1(N(=C(C=C2)C(CCC)=C3)C3=C4[N-]1C(=C5)C(CCC)=C4)([N-](C2=C6CCC)C7=C6)N(C(=C5OC(C)=O)C(CCC)=C8)=C78>>[Pd+2]1(N(=C(C=C2)C(CCC)=C3)C3=C4[N-]1C(=C5)C(CCC)=C4)([N-](C2=C6CCC)C7=C6)N(C(=C5O)C(CCC)=C8)=C78,"element: bad valence on N having 4 drawn bonds, charge 0, and 0 radical electrons"
18,c1(CN=N#N)cccc(CN=N#N)n1.[Cr](C#O)(C#O)(C#O)(C#O)(C#O)=C(NC)C#Cc1cccc(C#C)c1>>[Cr](C#O)(C#O)(C#O)(C#O)(C#O)=C(NC)C#Cc1cccc(c2nnn(Cc3cccc(Cn4nnc(c5cccc(C#CC(NC)=[Cr](C#O)(C#O)(C#O)(C#O)C#O)c5)c4)n3)c2)c1,"element: bad valence on O having 3 drawn bonds, charge 0, and 0 radical electrons"
19,[Fe+2]1234([CH]5=[CH]16)([CH-]57)([CH]6=C27CN=N#N)([CH]8=C39C)([CH-]8%10)[CH]9=C4%10CN=N#N.[Cr](C#O)(C#O)(C#O)(C#O)(C#O)=C(NC)C#Cc1cccc(C#C)c1>>[Fe+2]1234([CH]5=[CH]16)([CH]7=[CH]28)([CH-]59)([CH]6=C39Cn%10nnc(c%11cccc(C#CC(NC)=[Cr](C#O)(C#O)(C#O)(C#O)C#O)c%11)c%10)([CH-]7%12)[CH]8=C4%12Cn%13nnc(c%14cccc(C#CC(NC)=[Cr](C#O)(C#O)(C#O)(C#O)C#O)c%14)c%13,"element: bad valence on C having 5 drawn bonds, charge 0, and 0 radical electrons"
20,c1(CN=N#N)cc(N=N#N)c(N=N#N)cc1N=N#N.[Cr](C#O)(C#O)(C#O)(C#O)(C#O)=C(NCC=C)C#Cc1cccc(C#C)c1>>[Cr](C#O)(C#O)(C#O)(C#O)(C#O)=C(NCC=C)C#Cc1ccc(c2nnn(Cc3cc(Cn4nnc(c5ccc(C#CC(NCC=C)=[Cr](C#O)(C#O)(C#O)(C#O)C#O)cc5)c4)c(Cn6nnc(c7ccc(C#CC(NCC=C)=[Cr](C#O)(C#O)(C#O)(C#O)C#O)cc7)c6)cc3Cn8nnc(c9ccc(C#CC(NCC=C)=[Cr](C#O)(C#O)(C#O)(C#O)C#O)cc9)c8)c2)cc1,"element: bad valence on O having 3 drawn bonds, charge 0, and 0 radical electrons"
