,error_ractions,error_info
0,C(C)O.C(F)(F)(C([O-])=O)C(Nc1ccc(OC)cc1)c2ccoc2.[Na+]>>C(F)(F)(C(=O)OCC)C(Nc1ccc(OC)cc1)c2ccoc2,Ignored this reaction
1,C(C)O.C(F)(F)(C([O-])=O)C(Nc1ccc(OC)cc1)c2cccs2.[Na+]>>C(F)(F)(C(=O)OCC)C(Nc1ccc(OC)cc1)c2cccs2,Ignored this reaction
2,C(C)O.C(F)(F)(C([O-])=O)C(Nc1ccc(OC)cc1)c2ccco2.[Na+]>>C(F)(F)(C(=O)OCC)C(Nc1ccc(OC)cc1)c2ccco2,Ignored this reaction
3,C(C)O.C(F)(F)(C([O-])=O)[C@@H](Nc1ccc(OC)cc1)c2ccco2.[Na+]>>C(F)(F)(C(=O)OCC)[C@@H](Nc1ccc(OC)cc1)c2ccco2,Ignored this reaction
4,C(/C=C/C)=C\CO.C(/C=C/C)=C\CO>>C(/C=C/C)=C\CF.C(C)(F)\C=C\C=C,Ignored this reaction
5,C(Cl)Cl.c1(c(Cl)cccc1Cl)C(=O)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)c2cc(COC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)c(cc(CO)c3)cc3C(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)OC4)cc4c2>>C(Cl)Cl.c12C(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)OCc3cc(cc(c3)C(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)OCc(c4)c1)COC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)c4c2,Ignored this reaction
6,C(C)(I)I.C1(C)(C)O[C@H](C=O)[C@@H](C)[C@@H](CC(=O)OC)O1>>C1(C)(C)O[C@H](C=CC)[C@@H](C)[C@@H](CC(=O)OC)O1.C1(C)(C)O[C@H](CC(=O)OC)[C@H](C)[C@@H](C(O)CC)O1,Ignored this reaction
7,B(CC)(CC)CC.N12[C@@]([H])(C(=N#N)C1=O)S(=O)(=O)CC(C)=C2C(=O)C(C)(C)C>>N12[C@@]([H])([C@H](CC)C1=O)S(=O)(=O)CC(C)=C2C(=O)C(C)(C)C.N12[C@@]([H])([C@@H](CC)C1=O)S(=O)(=O)CC(C)=C2C(=O)C(C)(C)C,Ignored this reaction
8,C(CCCC)CCCBr.[C@@H]1(CCCC[C@@H]1CN(C)C)OC(=O)c2ccccc2>>[Br-].[C@@H]1(CCCC[C@@H]1C[N+](C)(C)CCCCCCCC)OC(=O)c2ccccc2,Ignored this reaction
9,C(CCC)CCC=C.C(OC(=O)C=N#N)(C(C)C)C(C)C>>[C@@H]1(C[C@H]1CCCCCC)C(=O)OC(C(C)C)C(C)C.[C@@H]1(C[C@@H]1CCCCCC)C(=O)OC(C(C)C)C(C)C,Ignored this reaction
10,C(CCCCC)CCCCBr.[C@@H]1(CCCC[C@@H]1CN(C)C)OC(=O)c2ccccc2>>[Br-].[C@@H]1(CCCC[C@@H]1C[N+](C)(C)CCCCCCCCCC)OC(=O)c2ccccc2,Ignored this reaction
11,[Si](Cl)(C(C)C)(C(C)C)C(C)C.C1(C)(CCCc(cc(c(OC)ccc2OC)c2c3)c13)CCC4(C#C)OCCCO4>>[C@@]1(C)(CCCc(cc(c(OC)ccc2OC)c2c3)c13)CCC4(OCCCO4)C#C[Si](C(C)C)(C(C)C)C(C)C.[C@]1(C)(CCCc(cc(c(OC)ccc2OC)c2c3)c13)CCC4(OCCCO4)C#C[Si](C(C)C)(C(C)C)C(C)C,Ignored this reaction
12,O(C=C)[Si](C)(C)C.c1(ccccc1)C(=NO)C(Cl)Cl>>C1(=NO[C@H](O[Si](C)(C)C)C[C@H]1Cl)c2ccccc2.C1(=NO[C@@H](O[Si](C)(C)C)C[C@H]1Cl)c2ccccc2,Ignored this reaction
13,C(=O)(C=O)OC.C12C(CCCC1)CCC(=C)C2>>C12C(CCCC1)C=C(CC(O)C(=O)OC)CC2.C12C(CCCC1)CC(CC(O)C(=O)OC)=CC2,Ignored this reaction
14,C(CCCCCCC)CCCCCCBr.[C@@H]1(CCCC[C@@H]1CN(C)C)OC(=O)c2ccccc2>>[Br-].[C@@H]1(CCCC[C@@H]1C[N+](C)(C)CCCCCCCCCCCCCC)OC(=O)c2ccccc2,Ignored this reaction
15,C(=O)(OC)C(=C)Br.c1(OC2CCCC2)cc(C=NO)ccc1OC>>c1(ccc(OC)c(OC2CCCC2)c1)c3noc(C(=O)OC)c3,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
