,error_ractions,error_info
0,[Br-].[P+](CCCBr)(c1ccccc1)(c2ccccc2)c3ccccc3.c1(ccccc1C#Cc2ccccc2)C(=O)c3ccccc3>>C(/c1ccccc1)(=C(/C2)\C2)\c3ccccc3C#Cc4ccccc4,Ignored this reaction
1,[Bi](c1ccccc1)(c2ccccc2)c3ccccc3.c1(C(=O)O)c(F)cccc1F>>[Bi+3].c1(C([O-])=O)c(F)cccc1F,Ignored this reaction
2,c1(ccc(F)cc1)C(=O)O.[Bi](c1ccccc1)(c2ccccc2)c3ccccc3>>[Bi+3].c1(ccc(F)cc1)C(=O)[O-],Ignored this reaction
3,C(F)(F)(F)c1cc(C(=O)O)cc(C(F)(F)F)c1.[Bi](c1ccccc1)(c2ccccc2)c3ccccc3>>[Bi+3].C(F)(F)(F)c1cc(C(=O)[O-])cc(C(F)(F)F)c1,Ignored this reaction
4,[Bi](c1ccccc1)(c2ccccc2)c3ccccc3.c1(cc(F)c(F)c(F)c1)C(=O)O>>[Bi+3].c1(cc(F)c(F)c(F)c1)C(=O)[O-],Ignored this reaction
5,C(CO)CCO.C(CCN)CCCC>>n1(CCCCCCC)cccc1,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
6,O=C.C(c1ccccc1)(c2ccccc2)C3CC(=O)NC3=O.c1(ccc(F)cc1)N2CCNCC2>>C1(CC(=O)N(CN2CCN(c3ccc(F)cc3)CC2)C1=O)C(c4ccccc4)c5ccccc5,Ignored this reaction
7,C1(C(C)C)CC(=O)NC1=O.O=C.C(F)(F)(F)c1cccc(N2CCNCC2)c1>>N1(CN2CCN(c3cccc(C(F)(F)F)c3)CC2)C(=O)CC(C(C)C)C1=O,Ignored this reaction
8,O=C.c1(ccccc1OC)N2CCNCC2.C(c1ccccc1)(c2ccccc2)C3CC(=O)NC3=O>>C1(CC(=O)N(CN2CCN(c3ccccc3OC)CC2)C1=O)C(c4ccccc4)c5ccccc5,Ignored this reaction
9,c1(ccccc1)C(C)Cl.c1(OC)cccc(OC)c1>>c1(cc(C(C)c2ccccc2)c(OC)cc1OC)C(C)c3ccccc3.c1(ccc(OC)cc1OC)C(C)c2ccccc2.c1(c(OC)cccc1OC)C(C)c2ccccc2.c1(C(C)c2ccccc2)c(OC)cc(OC)cc1C(C)c3ccccc3,Ignored this reaction
10,c1(CBr)ccccc1.c1(OC)cccc(OC)c1>>c1(Cc2ccccc2)c(OC)cccc1OC.c1(Cc2ccccc2)cc(Cc3ccccc3)c(OC)cc1OC.c1(ccc(OC)cc1OC)Cc2ccccc2.c1(Cc2ccccc2)c(OC)cc(OC)cc1Cc3ccccc3,Ignored this reaction
11,c1(ccccc1)C([2H])(C)Cl.c1(OC)cccc(OC)c1>>c1(ccc(OC)cc1OC)C([2H])(C)c2ccccc2.c1(cc(C([2H])(C)c2ccccc2)c(OC)cc1OC)C([2H])(C)c3ccccc3.c1(C([2H])(C)c2ccccc2)c(OC)cc(OC)cc1C([2H])(C)c3ccccc3.c1(ccccc1)C([2H])(C)OC([2H])(C)c2ccccc2,Ignored this reaction
12,c12c(ccc(Cl)c1)nc(c3ccccn3)nc2c4ccccc4.Cl.[K].C(C)([O-])=O.O([H])[H].[Zn+2]>>N12=C(N=C(c3ccccc3)c(cc(Cl)cc4)c14)C5=N(C=CC=C5)[Zn+2]2([Cl-])[Cl-],Ignored this reaction
13,[Cu].[Pt]>>[Cu].[Pt],Ignored this reaction
14,c1(CC=C)ccc(OC)cc1.c1(CC=C)ccc(OC)cc1>>c1(C=CC)ccc(OC)cc1.c1(CC=CCc2ccc(OC)cc2)ccc(OC)cc1,Ignored this reaction
15,N1(c2ccccc2)N(C)C(C)=C(C(=O)CSC#N)C1=O.c1(N=C=S)ccccc1>>C1(C(=O)C(SC#N)=C([S-])Nc2ccccc2)=C(C)N(C)N(c3ccccc3)C1=O.[K+],Ignored this reaction
16,[C@@H]1(C[C@@H]1C(=O)O)c2ccccn2.[C@@H]1(C[C@@H]1C(=O)O)c2ccccn2>>C1(CC1c2ccccn2)C(=O)N(C[C@@H](N)[C@@H](C)CC)c3ccccc3.Cl,Ignored this reaction
17,[Si-]12(Cc3ccccc3)(Oc(cccc4)c4O1)Oc(cccc5)c5O2.[H+].S(=O)(=O)(Oc1ccc(C(C)=O)cc1)C(F)(F)F>>c1(ccc(C(C)=O)cc1)Cc2ccccc2,Ignored this reaction
18,[Si-]12(CCCOC(C)=O)(Oc(cccc3)c3O1)Oc(cccc4)c4O2.[H+].S(=O)(=O)(Oc1cccc(C(F)(F)F)c1)C(F)(F)F>>c1(cccc(CCCOC(C)=O)c1)C(F)(F)F,Ignored this reaction
19,[Cu]12(OS(=O)(=O)[C@@](F)(F)F)N(=C(C=C3)[C@](C)(C)C)N3B([H])(N4N1=C(C=C4)[C@](C)(C)C)N5N2=C(C=C5)[C@@](C)(C)C.C(F)(F)(F)C([2H])([2H])O[2H]>>[Cu+2]12([O-][C@@]([2H])([2H])[C@@](F)(F)F)N(=C(C=C3)[C@@](C)(C)C)N3[B@@H-](N4N1=C(C=C4)[C@](C)(C)C)N5N2=C(C=C5)[C@](C)(C)C,SMILES loader: chirality not possible on atom #18
20,C(O)(C#Cc1ccccc1)(C(C)C)c2ccccc2.C(=O)(C#C)OC>>C1(c2ccccc2)=CC(c3ccccc3)=C(C=O)C(=O)C1(C)C,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
21,C(O)(C#Cc1ccccc1)(C(C)C)c2ccc(C)cc2.C(=O)(C#C)OC>>C1(C)(C)C(=O)C(C=O)=C(c2ccccc2)C=C1c3ccc(C)cc3,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
