,error_ractions,error_info
0,C(F)(F)(F)C(=O)O.S(C)(=O)(=O)CC[C@@H]1CC[C@@H](N)CC1>>c1(N[C@@H]2CC[C@@H](CCS(C)(=O)=O)CC2)c(N)cnc(ccs3)c13,"element: can not calculate valence of S (1 aromatic bonds, min connectivity 1, charge 0)"
1,c1c(C)cccc1Br>>c1(N2CCC3(CCNC3=O)CC2)c(Cl)c(N(Cc4ccc(OC)cc4)Cc5ccc(OC)cc5)ncc1c6ccc(S(=O)(=O)N(CC)C7)c7c6,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
2,c1(I)cc(C#N)ccc1N>>c1([nH]c(ccc(c2noc(c3ccc(OCC)c(OCC)c3)n2)c4)c4c1)C(N)(CO)CO,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
3,c1(I)cc(C#N)ccc1N>>c1(cc(cc(c2noc(c3ccc(OCC)c(OCC)c3)n2)cc4)c4n1C(C)=O)C5(N)COC(C)(C)OC5,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
4,c1c(I)ccnc1N>>C1(NC(=O)OC(C)(C)C)(COC(C)(C)OC1)c2oc(ncc(c3noc(c4ccc(OCC)c(OCC)c4)n3)c5)c5c2,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
5,c1(C#N)ccnc(N)c1>>C1(NC(=O)OC(C)(C)C)(COC(C)(C)OC1)c2oc(ncc(c3noc(c4ccc(OCC)c(OCC)c4)n3)c5)c5c2,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
6,c1(cnc(O)c(I)c1)C(=N)NO>>C1(NC(=O)OC(C)(C)C)(COC(C)(C)OC1)c2oc(ncc(c3noc(c4ccc(OCC)c(OCC)c4)n3)c5)c5c2,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
7,c1(C(=O)Cl)ccc(O)c(Cl)c1.c1(C(=O)Cl)ccc(O)c(Cl)c1.c1(C(=O)Cl)ccc(O)c(Cl)c1>>c1(oc(ccc(c2noc(c3ccc(OC(C)C)c(Cl)c3)n2)c4)c4c1)C(N)(CO)CO,Ignored this reaction
8,c1(C#N)ccc(O)cc1>>c12c(ccc(C(=N)NO)c1)oc(CO)c2,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
9,c1(C#N)ccc(O)cc1.c1(C#N)ccc(O)cc1.c1(C#N)ccc(O)cc1>>c12c(ccc(c3noc(c4ccc(OCC)c(OCC)c4)n3)c1)oc(C(=O)O)c2,Ignored this reaction
10,c1(C#N)ccc(O)cc1>>c12c(ccc(C#N)c1)oc(CO)c2,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
11,c1(ccc(C#N)cc1I)OC(C)C.c1(ccc(C#N)cc1I)OC(C)C>>S(C)(=O)(=O)O.c1(oc(ccc(c2noc(c3ccc(OC(C)C)c(Cl)c3)n2)c4)c4c1)C(N)(CO)CO,Ignored this reaction
