,error_ractions,error_info
0,c1(ccccc1)C(=O)C=Cc2ccccc2>>[P+](c1ccccc1)(c2ccccc2)(c3ccccc3)c4c(O)cc(c5ccccc5)cc4c6ccccc6.[Cl-],"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
1,C(NCCCCC)C(=O)Cl.Cl[H]>>C(=O)(OCC)CNCCCCC.Cl[H],Ignored this reaction
2,C(CCCCCCCNC)CCCCCCCCCC.Cl[H].C(CCCCCCCNC)CCCCCCCCCC.Cl[H]>>c1(N(C)CCCCCCCCCCCCCCCCCC)nc(N)nc(CCCCCCCCCCCCCCCCC)n1,Ignored this reaction
3,C(CC[S-])CCCC.[Na+].C(CC[S-])CCCC.[Na+]>>C1(C)(CCSCCCCCCC)OCC(CO)O1,Ignored this reaction
4,c1(ccc(C)cc1)S(=O)[O-].[Na+]>>c1(ccc(C)cc1)S(=O)(=O)[CH-]\C=N(\=O)/[O-].[Li+],Ignored this reaction
5,c1(ccc(C)cc1)S(=O)[O-].[Na+].c1(ccc(C)cc1)S(=O)[O-].[Na+]>>S(=O)(=O)(c1ccc(C)cc1)c2nc(c3ccccc3)oc2N(C)C,Ignored this reaction
6,c12c(C(=O)C=C(C)C1=O)c(Cl)c(c(ccc3)N(=O)=O)c3c2O>>c12c(c(OC)c(C)cc1OC)C(=O)c(cccc3OC)c3C2=O,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
7,c12c(C(=O)C=C(C)C1=O)c(Cl)c(c(ccc3)N(=O)=O)c3c2O>>c12c(c(O)c(C)cc1O)C(=O)c(cccc3O)c3C2=O,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
8,c12c(C(=O)C=C(C)C1=O)c(Cl)c(c(ccc3)N(=O)=O)c3c2O>>c12c(c(O)c(C)cc1O)C(=O)c(cccc3OC)c3C2=O,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
9,P(Cl)(c1ccccc1)c2ccccc2>>P(=[Se])(Oc1ccc(cccc2)c2c1)(c3ccccc3)c4ccccc4,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
10,P(Cl)(c1ccccc1)c2ccccc2>>P(=S)(Oc1ccc(cccc2)c2c1)(c3ccccc3)c4ccccc4,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
11,C(=CC(=O)c1ccccc1)(Sc2nc(cccc3)c3[nH]2)C(=O)c4ccccc4>>C(=CC(=O)c1cccs1)(Sc2nc(cccc3)c3[nH]2)c4ccccc4,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
12,c1(ccccc1)C(N)C(Cl)Cl.Cl[H].c1(ccccc1)C(N)C(Cl)Cl.Cl[H]>>C(NC(=O)c1ccccc1)(NC(C(Cl)Cl)c2ccccc2)C(Cl)(Cl)Cl,Ignored this reaction
13,c1(N(=O)=O)cc(C(=O)O)ccc1Sc2cc(N(C)C)ccc2N(=O)=O>>C1(=C\C(=[N+](\C)/C)\C=C2)C2=Nc(cc(C(=O)O)cc3)c3S1.Cl[H].[Cl-],Ignored this reaction
14,c12c(nc(cccc3)c3c1\C=N(\=O)/c4ccccc4)c(F)c(F)c(F)c2F>>c12c(nc(cccc3)c3c1C(OC)=Nc4ccccc4)c(F)c(F)c(F)c2O,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
15,c1(cc(Cl)ccc1N(=O)=O)Sc2ccc(C(=O)OC)cc2N(=O)=O>>C1(=C\C(=[N+](\C)/C)\C=C2)C2=Nc(cc(C(=O)O)cc3)c3S1.Cl[H].[Cl-],Ignored this reaction
16,c1(ccc(OC)cc1)SC(=N)N.Cl[H]>>c1(ccc(OC)cc1)Sc2ccc(OC)cc2,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
17,[C+]1(SC)NCCCCN1.[I-]>>[C+]1(SC)N(C)CCCCN1C.[I-],Ignored this reaction
18,[C+]1(SC)NCCCCN1.[I-]>>C(=[S+]\C)(/NCCCC1)\N1C.[I-],Ignored this reaction
19,c12c(C(=O)C=C(C(C(=O)OCC)C(=O)OCC)C1=O)c(O)c(cccc3)c3c2Cl>>c12c(c(O)cc(C)c1O)C(=O)c(cccc3O)c3C2=O,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
20,S(=O)(=O)(c1ccc(S(=O)(=O)\C=C(\Cl)/Cl)cc1)c2ccc(S(=O)(=O)\C=C(\Cl)/Cl)cc2>>S(=O)(=O)(c1ccc(S(=O)(=O)CC(=O)O)cc1)c2ccc(S(=O)(=O)CC(=O)O)cc2,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
21,C(N(C)C)=[N+](C)N=CN(C)C.[I-]>>[N+](CC)(N=CN(C)C)=CN(C)C.[I-],Ignored this reaction
22,C(N(C)C)=[N+](C)N=CN(C)C.[I-]>>[N+](CCC)(N=CN(C)C)=CN(C)C.[I-],Ignored this reaction
23,C(N(C)C)=[N+](C)N=CN(C)C.[I-]>>[N+](CCCC)(=CN(C)C)N=CN(C)C.[I-],Ignored this reaction
24,c12c(ncn1C)nc(Cl)nc2N.Cl[H]>>c12c(ncn1C)[n+](C)c(SC)nc2N.[I-],Ignored this reaction
25,c12c(ncn1C)nc(Cl)nc2N.Cl[H]>>c12c(n(C)cn1)c(N)nc(SC)n2.Cl[H],Ignored this reaction
26,C(C)(O)(C=C)C#CC[N+](C)(C)C.[I-]>>C(C)(O)(C=C)C(=O)CC[N+](C)(C)C.[I-],Ignored this reaction
27,C(=[S+]\C)(/NCCCC1)\N1C.[I-]>>[C+]1(SC)N(C)CCCCN1C.[I-],Ignored this reaction
28,S(=O)(=O)(C(F)(F)F)c1cc(S(=O)(=O)C(F)(F)F)cc(N(=O)=O)c1N.S(=O)(=O)(C(F)(F)F)c1cc(S(=O)(=O)C(F)(F)F)cc(N(=O)=O)c1N>>c1(cc(S(=O)(=O)C(F)(F)F)cc(N(=O)=O)c1[N-]c2c(N(=O)=O)cc(S(=O)(=O)C(F)(F)F)cc2S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.[Na+],Ignored this reaction
29,c12c(C(=O)C=C(C(C(=O)OCC)C(=O)OCC)C1=O)c(O)c(c(ccc3)N(=O)=O)c3c2Cl>>c12c(c(O)c(C)cc1O)C(=O)c(cccc3O)c3C2=O,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
30,Br[H].C(Br)(Nc1ccccc1)(C(=O)OCC)C(=O)OCC>>Br[H].C(Nc1ccccc1)(Nc2ccccc2)(C(=O)OCC)C(=O)OCC,Ignored this reaction
31,C(F)(F)(C(F)(F)F)\C(\[O-])=C(\C#N)/C#N.[Na+].C(F)(F)(C(F)(F)F)\C(\[O-])=C(\C#N)/C#N.[Na+]>>C(F)(F)(C(F)(F)F)\C(\Nc1ccccc1)=C(\C#N)/C#N,Ignored this reaction
32,c1(s[s+]c(Cl)c1C)c2ccccc2.[Cl-]>>c1(s[s+]c(SC)c1C)c2ccccc2.S([O])(=O)(=O)F,Ignored this reaction
33,c1(s[s+]c(Cl)c1C)c2ccccc2.[Cl-]>>N1(NC(=O)N(c2ccccc2)C1=O)c3[s+]sc(c4ccccc4)c3C.S([O])(=O)(=O)F,Ignored this reaction
34,c1(C#N)cc(C#N)c(N)nc1[S-].[Na+]>>[n+]12c(SCC1CI)c(C#N)cc(C#N)c2N.[I-](I)I,Ignored this reaction
35,c(c(ccc1)ccc2)(c1C(SC)=[N+]3CC)c23.[I-]>>[Br-].c(c(ccc1)ccc2)(c1C(C)=[N+]3CC)c23,Ignored this reaction
36,c(c(ccc1)ccc2)(c1C(SC)=[N+]3CC)c23.[I-]>>[Br-].c(c(ccc1)ccc2)(c1[N+](CC)=C3C=CC=CC=C4N(CC)c5c(c(ccc5)ccc6)c46)c23,Ignored this reaction
37,C(C)(O)(C#CC[N+](C)(C)C)c1ccccc1.[I-]>>C(C)(O)(C(=O)CC[N+](C)(C)C)c1ccccc1.[I-],Ignored this reaction
38,C(/SC=C1C([O-])=O)(\S1)=C(/SC=C2)\S2.[Na+]>>[C+](/SC=C1)(\S1)=C(/SC=C2)\S2.C(/SC=C3C([O-])=O)(\S3)=C(/SC=C4)\S4,Ignored this reaction
39,C(/SC=C1C([O-])=O)(\S1)=C(/SC=C2)\S2.[Na+].C(/SC=C1C([O-])=O)(\S1)=C(/SC=C2)\S2.[Na+]>>C(/SC=C1C(=O)O)(\S1)=C(/SC=C2)\S2.C(/SC(C)=C3C)(\S3)=C(/SC(C)=C4C)\S4.[Cl-],Ignored this reaction
40,[n+]1(ccccc1)CC(=O)N(N)CCO.[Cl-]>>N(CCOC(=O)Nc1ccccc1)(NC(=O)Nc2ccccc2)C(=O)C[n+]3ccccc3.[Cl-],Ignored this reaction
41,c12c(sc(C)[n+]1CC)[nH]c(c(C)c(C)cc3)c23.[I-]>>c12c(sc(C=CC=C3Sc(cccc4)c4N3CC)[n+]1CC)[nH]c(c(C)c(C)cc5)c25.[I-],Ignored this reaction
42,c12c(ccc([nH]c(C)c3C)c13)[n+](CC)c(C)s2.[I-]>>c12c(ccc([n+](CC)c(C=CC=C3Sc(cccc4)c4N3CC)s5)c15)[nH]c(C)c2C.[I-],Ignored this reaction
43,c12c(ccc([nH]c(C)c3C)c13)[n+](CC)c(C)s2.[I-].c12c(ccc([nH]c(C)c3C)c13)[n+](CC)c(C)s2.[I-]>>c12c(ccc([nH]c(C)c3C)c13)[n+](CC)c(C=CC=C4Sc(c5c([nH]c(C)c5C)cc6)c6N4CC)s2.[I-],Ignored this reaction
44,c12c(nc(SC)[n+](C)c1N)n(C)cn2.[I-]>>c12c(nc(SC)nc1N)n(C)c[n+]2C.[I-],Ignored this reaction
45,c12c(nc(SC)[n+](C)c1N)n(C)cn2.[I-]>>c12c(nc(SC)nc1N)n(C)c[n+]2C.Cl(=O)(=O)(=O)[O-],Ignored this reaction
46,c(c(ccc1)c(Cl)cc2)(c1C(SC)=[N+]3CC)c23.[I-]>>B(F)(F)(F)F.c(c(ccc1)c(Cl)cc2)(c1C(C)=[N+]3CC)c23,Ignored this reaction
