,error_ractions,error_info
0,C(C)(C)(Br)C=O.c12c(C=CC(=O)O1)cc(OC)c(O)c2O.[Br-].[P+](C)(c1ccccc1)(c2ccccc2)c3ccccc3>>c1(OC(C)(C)C=C)c(OC)cc(C=CC(=O)O2)c2c1O.c12c(C=CC(=O)O1)cc(OC)c(O)c2OC(C)(C)C=C,Ignored this reaction
1,c1(O)c(Br)cccc1C=O.c1(C(=N)N)ccc(N)c(N)c1.Cl>>c1([nH]c(ccc(C(=N)N)c2)c2n1)c3cccc(Br)c3O,Ignored this reaction
2,C1(C)(C)C(=O)C(C2)C2C1=O.[Br-].[P+](C)(c1ccccc1)(c2ccccc2)c3ccccc3>>C1(C)(C)C(=C)C(C2)C2C1=O,Ignored this reaction
3,c1(ccc(Br)cc1)c2ccc(Br)cc2.c1(OC)cc(C)c(OC)cc1Br>>c1(cc(OC)c(C)cc1OC)c2ccc(c3ccc(c4cc(OC)c(C)cc4OC)cc3)cc2,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
4,c1(ccc(Cl)cc1)\C=C\C(=O)OCC.O(C(=O)[N-]Cl)C(C)(C)C.[Na+]>>[C@@H](NC(=O)OC(C)(C)C)(C(=O)OCC)[C@H](O)c1ccc(Cl)cc1,Ignored this reaction
5,c1(I)cc(Br)ccc1N>>,Ignored this reaction
6,c1(ccc(OC)cc1)C(=O)N(CC)CC.N1(CCC[C@@H]1COC)\N=C\c2ccc(OC)cc2>>[C@@H]1(c2ccc(OC)cc2)c3c(ccc(OC)c3)C(=O)N1N4CCC[C@@H]4COC,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
7,C1(C(=O)OC)(C(=O)OC)C(OC)C1(C)C.[Si](CC=C)(c1ccccc1)(c2ccccc2)C(C)(C)C.C1(C(=O)OC)(C(=O)OC)C(OC)C1(C)C>>C(C(=O)OC)(C(=O)OC)C(C)(C)C(OC)CC=C.C1(C(=O)OC)(C(=O)OC)C(CC(OC)C1(C)C)C[Si](c2ccccc2)(c3ccccc3)C(C)(C)C,Ignored this reaction
8,C1(COC(=O)N[C@@]([H])(CC(C)C)C(=O)O)c2c(cccc2)c(cccc3)c13.c12c(C(=O)c(c(OC)ccc3)c3C1=O)c(O)c([C@@H](O[C@H]4C[C@H](N)[C@H](O)[C@H](C)O4)C[C@](O)(C(=O)CO)C5)c5c2O.Cl[H]>>c12c(C[C@@](O)(C(=O)CO)C[C@@H]1O[C@@H]3O[C@@H](C)[C@@H](O)[C@@H](NC(=O)[C@]([H])(CC(C)C)NC(=O)OCC4c5c(cccc5)c(cccc6)c46)C3)c(O)c(C(=O)c(cccc7OC)c7C8=O)c8c2O,Ignored this reaction
9,c12c(CCC1N)cccc2.c12c(CCC1N)cccc2>>c12c(CC[C@@H]1N)cccc2.c12c(CC[C@H]1N)cccc2,Ignored this reaction
10,c1(CS)ccc(F)cc1.C(=N)(N)SSCCO.Cl[H]>>c1(CSSCCO)ccc(F)cc1,Ignored this reaction
11,c1(ccccc1)\C=C(\Br)/C#N.c1(CNO)ccccc1.Cl[H]>>[C@@H]([C@@H](Br)C#N)(N(O)Cc1ccccc1)c2ccccc2,Ignored this reaction
