,error_ractions,error_info
0,C1(CCC#N)CCCCC1=O.[P+](COC)(c1ccccc1)(c2ccccc2)c3ccccc3.[Cl-]>>C1(CCC#N)\C(=C/OC)\CCCC1,Ignored this reaction
1,c1(C(=O)O)ccc(OC)cc1OC.[P+](N(C)C)(N(C)C)(N(C)C)On1nnc(cccc2)c12.P(F)(F)(F)(F)(F)F>>P(=O)(N(C)C)(N(C)C)N(C)C.c12c(cccc1)nnn2OC(=O)c3ccc(OC)cc3OC,Ignored this reaction
2,c1(OC)c(OC)cc(C(=O)OC)cc1OC.c1(ccccc1C)C2=NCCCN2.Cl[H]>>C1(O)(Cc2c(cccc2)C(=NCCC3)N13)c4cc(OC)c(OC)c(OC)c4,Ignored this reaction
3,C(C)(C)(C)OC(=O)N[C@@]([H])(Cc1ccccc1)C(=O)O.[C@@H]1(O)CSSC[C@H]1O>>[C@H](NC(=O)OC(C)(C)C)(Cc1ccccc1)C(=O)O[C@@H]2CSSC[C@H]2OC(=O)[C@@H](NC(=O)OC(C)(C)C)Cc3ccccc3.[C@H](NC(=O)OC(C)(C)C)(Cc1ccccc1)C(=O)O[C@H]2CSSC[C@@H]2OC(=O)[C@@H](NC(=O)OC(C)(C)C)Cc3ccccc3,Ignored this reaction
4,C1(C=N(C)=O)CC1.c1(ccccc1)S(=O)(=O)CCC=C>>[C@@H]1(C2CC2)N(C)(=O)[C@@H](C)C[C@@H]1S(=O)(=O)c3ccccc3.[C@@H]1(C2CC2)N(C)(=O)[C@H](C)C[C@@H]1S(=O)(=O)c3ccccc3,Ignored this reaction
5,c1(ccc(C=O)cc1)Cc2ccccc2.[C@@]([H])(C)(N)C(N)=O.Cl[H]>>c1(ccc(CN[C@@]([H])(C)C(N)=O)cc1)Cc2ccccc2,Ignored this reaction
6,O=C.n1(nc(c2ccc(OC)cc2)cc1N)c3ccccc3.NC.O=C>>c12c(CN(C)CN1)c(c3ccc(OC)cc3)nn2c4ccccc4,Ignored this reaction
7,N(C)(=O)=CCCC.c1(ccccc1)S(=O)(=O)CCC=C>>[C@@H]1(C[C@H](C)N(C)(=O)[C@H]1CCC)S(=O)(=O)c2ccccc2.[C@@H]1(C[C@@H](C)N(C)(=O)[C@H]1CCC)S(=O)(=O)c2ccccc2,Ignored this reaction
8,C(=C([H])\OC)(/CCCC1)\C1=O.C1(CCCCC1)C(=N)N.Cl[H]>>c1(ncc(CCCC2)c2n1)C3CCCCC3,Ignored this reaction
9,C(=C([H])\OC)(/CCCC1)\C1=O.c1(cc(Cl)cc(Cl)c1)C(=N)N.Cl[H]>>c1(cc(Cl)cc(Cl)c1)c2ncc(CCCC3)c3n2,Ignored this reaction
