,error_ractions,error_info
0,C1(COC(=O)N2CCN([C@@H](C(C)C)C(=O)N[C@@H](C)C(=O)N(C)[C@@H]([C@@H](C)CC)C(OC)CC(=O)OC(C)(C)C)CC2)c3c(cccc3)c(cccc4)c14>>[C@H]([C@@H](C)CC)(C(OC)CC(=O)N1CCC[C@@]1([H])[C@H](OC)[C@@H](C)C(=O)N[C@H](C(=O)O)Cc2ccccc2Cl)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)N3CCNCC3,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
1,C1(COC(=O)N2CCN([C@@H](C(C)C)C(=O)N[C@@H](C)C(=O)N(C)[C@@H]([C@@H](C)CC)C(OC)CC(=O)OC(C)(C)C)CC2)c3c(cccc3)c(cccc4)c14>>[C@H]([C@@H](C)CC)(C(OC)CC(=O)N1CCC[C@@]1([H])[C@H](OC)[C@@H](C)C(=O)N[C@H](C(=O)O)Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)N3CCNCC3,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
2,c12c(cccc1)c3c(cccc3)C2COC(=O)Cl>>C1(COC(=O)N2CCN([C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H]([C@@H](C)CC)C(OC)CC(=O)N3CCC[C@@]3([H])[C@H](OC)[C@@H](C)C(=O)N[C@@H](Cc4ccccc4Cl)C(=O)OC(C)(C)C)CC2)c5c(cccc5)c(cccc6)c16,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
3,C1(COC(=O)N2CCCN([C@H](C(=O)O)C(C)C)CC2)c3c(cccc3)c(cccc4)c14>>C1(COC(=O)N2CCCN([C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H]([C@@H](C)CC)C(OC)CC(=O)N3CCC[C@@]3([H])[C@H](OC)[C@@H](C)C(=O)N[C@H](C)[C@@H](O)c4ccccc4)CC2)c5c(cccc5)c(cccc6)c16,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
4,C1(CC1)C(=O)C(=O)OCC>>[C@]1(CCC=CO1)(C(=O)O)C2CC2.c34c(cccc3)cccc4[C@H](C)N,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
5,[C@@]1(OC=CC(=O)C1)(C(=O)OCC)C2CC2>>[C@]1(CCC=CO1)(C(=O)OCc2ccccc2)C3CC3,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
6,[C@@]1(OC=CC(=O)C1)(C(=O)OCC)C2CC2>>[C@]1(CCC(O)CO1)(C(=O)OCc2ccccc2)C3CC3,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
7,[C@@]1(OC=CC(=O)C1)(C(=O)OCC)C2CC2>>[C@]1(CCC(=O)CO1)(C(=O)OCc2ccccc2)C3CC3,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
8,[C@@]1(OC=CC(O)C1)(C(=O)OCC)C2CC2>>[C@]1(CCC=CO1)(C(=O)OCc2ccccc2)C3CC3,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
9,[C@@]1(OC=CC(O)C1)(C(=O)OCC)C2CC2>>[C@]1(CCC(O)CO1)(C(=O)OCc2ccccc2)C3CC3,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
10,[C@@]1(OC=CC(O)C1)(C(=O)OCC)C2CC2>>[C@]1(CCC(=O)CO1)(C(=O)OCc2ccccc2)C3CC3,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
11,[C@]1(CCC=CO1)(C(=O)OCC)C2CC2>>[C@]1(CCC=CO1)(C(=O)OCc2ccccc2)C3CC3,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
12,[C@]1(CCC=CO1)(C(=O)OCC)C2CC2>>[C@]1(CCC(O)CO1)(C(=O)OCc2ccccc2)C3CC3,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
13,[C@]1(CCC=CO1)(C(=O)OCC)C2CC2>>[C@]1(CCC(=O)CO1)(C(=O)OCc2ccccc2)C3CC3,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
14,[C@]1(CCC=CO1)(C(=O)O)C2CC2.c34c(cccc3)cccc4[C@H](C)N>>[C@@]1(CC[C@@H](N2CC[C@H](c3cccc(C(=O)O)c3)[C@@H](C)C2)CO1)(C4CC4)C(=O)N5COc(c(cc(C(F)(F)F)c6)C(F)(F)F)c6C5.Cl,Ignored this reaction
15,[C@]1(CCC=CO1)(C(=O)O)C2CC2.c34c(cccc3)cccc4[C@H](C)N>>C(F)(F)(F)C(=O)O.[C@]1(CC[C@@H](N2CC[C@@H](c3ccc(F)cc3)[C@H](C(=O)O)C2)CO1)(C(=O)N4COc(c(OCC)cc(C(F)(F)F)c5)c5C4)C6CC6,Ignored this reaction
16,c1(OC)ccc(CN)cc1.c1(OC)ccc(CN)cc1.c1(OC)ccc(CN)cc1>>S(=O)(=O)([C@@H](C)[C@H](OCC=C)c1ncc(C)cn1)N(Cc2ccc(OC)cc2)Cc3ccc(OC)cc3,Ignored this reaction
17,c1(OC)ccc(CN)cc1.c1(OC)ccc(CN)cc1.c1(OC)ccc(CN)cc1>>S(=O)(=O)([C@@H](C)[C@@H](O)c1ncc(C)cn1)N(Cc2ccc(OC)cc2)Cc3ccc(OC)cc3,Ignored this reaction
18,c1(OC)ccc(CN)cc1.c1(OC)ccc(CN)cc1.c1(OC)ccc(CN)cc1>>S(=O)(=O)(C(C)C(OCC=C)c1ncc(C)cn1)N(Cc2ccc(OC)cc2)Cc3ccc(OC)cc3,Ignored this reaction
19,c1(CCl)ccccc1.c1(CCl)ccccc1.c1(CCl)ccccc1>>c1(OCc2ccccc2)c(N(=O)=O)c3c(CCCC3)cc1c4ccc(C=O)o4,Ignored this reaction
20,c1(OCc2ccccc2)c(N(=O)=O)c3c(CCCC3)cc1c4ccc(C=O)o4>>c1(cc2c(CCCC2)c(N\N=C(\C(C)=NN3c4ccc(C)c(C)c4)/C3=O)c1O)c5ccc(C(=O)O)o5,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
21,C1(C)(C)c2c(cccc2)N(CC)C1=CC=C3CCCC(C=CC4=[N+](CC)c(cccc5)c5C4(C)C)=C3Cl.[I-]>>C1(=CC=C2CCCC(C=CC3=[N+](CC)c(cccc4)c4C3(C)C)=C2N5CCN(C(=O)CCN6C(=O)C=CC6=O)CC5)N(CC)c(cccc7)c7C1(C)C.[I-],Ignored this reaction
22,c1(OCc2ccccc2)cc(C=O)ccc1OCc3ccccc3>>c1(OCc2ccccc2)cc(C=CC(=O)NCCCNCCCCNCCCNC(=O)C=Cc3ccc(OCc4ccccc4)c(OCc5ccccc5)c3)ccc1OCc6ccccc6,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
23,c1(N)cc(N)c(N)cc1N.Cl[H].c1(N)cc(N)c(N)cc1N.Cl[H]>>c12c(nc(C#C)c(C#N)n1)cc(nc(C#N)c(C#C)n3)c3c2,Ignored this reaction
24,c1(OCCCCCC)ccccc1OCCCCCC.c1(OCCCCCC)ccccc1OCCCCCC.c1(OCCCCCC)ccccc1OCCCCCC>>c12c(cc(OCCCCCCO)c(OCCCCCC)c1)c3c(cc(OCCCCCC)c(OCCCCCC)c3)c(cc(OCCCCCC)c(OCCCCCC)c4)c24,Ignored this reaction
25,c1(OCCCCCC)ccccc1OCCCCCC.c1(OCCCCCC)ccccc1OCCCCCC.c1(OCCCCCC)ccccc1OCCCCCC>>c12c(cc(OCCCCCCCCO)c(OCCCCCC)c1)c3c(cc(OCCCCCC)c(OCCCCCC)c3)c(cc(OCCCCCC)c(OCCCCCC)c4)c24,Ignored this reaction
26,C(CCC)CCBr>>c(c1c2c(c(c(C(=O)N(C(CCCCCCC)CCCCCCC)C3=O)cc2)c3cc4)c45)(c(c(cc1)C(=O)N(C(CCCCCCC)CCCCCCC)C6=O)c6cc7N(=O)=O)c57,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
27,C(CCC)CCBr>>c(c1c2c(c(c(C(=O)N(C(CCCCCCC)CCCCCCC)C3=O)cc2)c3cc4)c45)(c(c(cc1)C(=O)N(C(CCCCCCC)CCCCCCC)C6=O)c6cc7Oc8ccc(O)cc8)c57,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
28,C(CCC)CCBr>>c(c1c2c(c(c(C(=O)N(C(CCCCCCC)CCCCCCC)C3=O)cc2)c3cc4)c45)(c56)c(c(cc1)C(=O)N(C(CCCCCCC)CCCCCCC)C7=O)c7cc6,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
29,C(CC)(CN)CCCC>>c(c1c2c(c(c(C(=O)N(CC(CC)CCCC)C3=O)cc2)c3cc4)c45)(c(c(cc1)C(=O)N(CC(CC)CCCC)C6=O)c6cc7Oc8ccc(O)cc8)c57,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
30,[Br-].[P+](c1ccccc1)(c2ccccc2)(c3ccccc3)C4CCN(c5cccnc5)C4=O>>N12[C@]([H])(SCC(\C=C(/CCN3c4ccc[n+](C)c4)\C3=O)=C1C(=O)OC(c5ccccc5)c6ccccc6)[C@H](NC(=O)\C(=N/OC)\c7nsc(N)n7)C2=O.[I-],Ignored this reaction
31,[Br-].[P+](c1ccccc1)(c2ccccc2)(c3ccccc3)C4CCN(c5cccnc5)C4=O>>C(F)(F)(F)C(=O)[O-].N12[C@]([H])(SCC(\C=C(/CCN3c4ccc[n+](C)c4)\C3=O)=C1C(=O)O)[C@H](NC(=O)\C(=N/OC)\c5nsc(N)n5)C2=O,Ignored this reaction
32,[Br-].[P+](c1ccccc1)(c2ccccc2)(c3ccccc3)C4CCN(c5cccnc5)C4=O>>N12[C@]([H])(SCC(\C=C(/CCN3c4ccc[n+](C)c4)\C3=O)=C1C(=O)O)[C@H](NC(=O)\C(=N/OC)\c5nsc(N)n5)C2=O.[Cl-],Ignored this reaction
33,[Br-].[P+](c1ccccc1)(c2ccccc2)(c3ccccc3)C4CCN(c5cccnc5)C4=O>>N12[C@]([H])(SCC(\C=C(/CCN3c4ccc[n+](C)c4)\C3=O)=C1C(=O)OC(c5ccccc5)c6ccccc6)[C@H](NC(=O)\C(=N/OCC)\c7nsc(N)n7)C2=O.[I-],Ignored this reaction
34,[Br-].[P+](c1ccccc1)(c2ccccc2)(c3ccccc3)C4CCN(c5cccnc5)C4=O>>C(F)(F)(F)C(=O)[O-].N12[C@]([H])(SCC(\C=C(/CCN3c4ccc[n+](C)c4)\C3=O)=C1C(=O)O)[C@H](NC(=O)\C(=N/OCC)\c5nsc(N)n5)C2=O,Ignored this reaction
35,[Br-].[P+](c1ccccc1)(c2ccccc2)(c3ccccc3)C4CCN(c5cccnc5)C4=O>>C(F)(F)(F)C(=O)[O-].N12[C@]([H])(SCC(\C=C(/CCN3c4ccc[n+](CC)c4)\C3=O)=C1C(=O)O)[C@H](NC(=O)\C(=N/OCC)\c5nsc(N)n5)C2=O,Ignored this reaction
36,[Br-].[P+](c1ccccc1)(c2ccccc2)(c3ccccc3)C4CCN(c5cccnc5)C4=O>>N12[C@]([H])(SCC(\C=C(/CCN3c4ccc[n+](CC)c4)\C3=O)=C1C(=O)OC(c5ccccc5)c6ccccc6)[C@H](NC(=O)\C(=N/OCC)\c7nsc(N)n7)C2=O.[I-],Ignored this reaction
37,[Br-].[P+](c1ccccc1)(c2ccccc2)(c3ccccc3)C4CCN(c5cccnc5)C4=O>>C(F)(F)(F)C(=O)[O-].N12[C@]([H])(SCC(\C=C(/CCN3c4ccc[n+](CC)c4)\C3=O)=C1C(=O)O)[C@H](NC(=O)\C(=N/OC)\c5nsc(N)n5)C2=O,Ignored this reaction
38,[Br-].[P+](c1ccccc1)(c2ccccc2)(c3ccccc3)C4CCN(c5cccnc5)C4=O>>N12[C@]([H])(SCC(\C=C(/CCN3c4ccc[n+](CC)c4)\C3=O)=C1C(=O)OC(c5ccccc5)c6ccccc6)[C@H](NC(=O)\C(=N/OC)\c7nsc(N)n7)C2=O.[I-],Ignored this reaction
39,[Br-].[P+](c1ccccc1)(c2ccccc2)(c3ccccc3)C4CCN(c5ccccn5)C4=O>>N12[C@]([H])(SCC(\C=C(/CCN3c4cccc[n+]4C)\C3=O)=C1C(=O)OC(c5ccccc5)c6ccccc6)[C@H](NC(=O)\C(=N/OC)\c7nsc(N)n7)C2=O.[I-],Ignored this reaction
40,[Br-].[P+](c1ccccc1)(c2ccccc2)(c3ccccc3)C4CCN(c5ccccn5)C4=O>>C(F)(F)(F)C(=O)[O-].N12[C@]([H])(SCC(\C=C(/CCN3c4cccc[n+]4C)\C3=O)=C1C(=O)O)[C@H](NC(=O)\C(=N/OC)\c5nsc(N)n5)C2=O,Ignored this reaction
41,[Br-].[P+](c1ccccc1)(c2ccccc2)(c3ccccc3)C4CCN(c5cncc(C)c5)C4=O>>N12[C@]([H])(SCC(\C=C(/CCN3c4cc(C)c[n+](C)c4)\C3=O)=C1C(=O)OC(c5ccccc5)c6ccccc6)[C@H](NC(=O)\C(=N/OC)\c7nsc(N)n7)C2=O.[I-],Ignored this reaction
42,[Br-].[P+](c1ccccc1)(c2ccccc2)(c3ccccc3)C4CCN(c5cncc(C)c5)C4=O>>C(F)(F)(F)C(=O)[O-].N12[C@]([H])(SCC(\C=C(/CCN3c4cc(C)c[n+](C)c4)\C3=O)=C1C(=O)O)[C@H](NC(=O)\C(=N/OC)\c5nsc(N)n5)C2=O,Ignored this reaction
43,[Br-].[P+](c1ccccc1)(c2ccccc2)(c3ccccc3)C4CCN(c5cncc(C)c5)C4=O>>N12[C@]([H])(SCC(\C=C(/CCN3c4cc(C)c[n+](CC)c4)\C3=O)=C1C(=O)OC(c5ccccc5)c6ccccc6)[C@H](NC(=O)\C(=N/OC)\c7nsc(N)n7)C2=O.[I-],Ignored this reaction
44,[Br-].[P+](c1ccccc1)(c2ccccc2)(c3ccccc3)C4CCN(c5cncc(C)c5)C4=O>>C(F)(F)(F)C(=O)[O-].N12[C@]([H])(SCC(\C=C(/CCN3c4cc(C)c[n+](CC)c4)\C3=O)=C1C(=O)O)[C@H](NC(=O)\C(=N/OC)\c5nsc(N)n5)C2=O,Ignored this reaction
45,N12[C@]([H])(SCC(\C=C(/CCN3c4ccc[n+](C)c4)\C3=O)=C1C(=O)OC(c5ccccc5)c6ccccc6)[C@H](NC(=O)\C(=N/OC)\c7nsc(N)n7)C2=O.[I-]>>N12[C@]([H])(SCC(\C=C(/CCN3c4ccc[n+](C)c4)\C3=O)=C1C(=O)O)[C@H](NC(=O)\C(=N/OC)\c5nsc(N)n5)C2=O.[Cl-],Ignored this reaction
