,error_ractions,error_info
0,N1(C(=O)OC[C@@H]1C(C)C)C(=O)C(C)CC=C>>[C@@H]1(CI)C[C@@H](C)C(=O)O1.[C@H]1(CI)C[C@@H](C)C(=O)O1.[C@H]1(CI)C[C@H](C)C(=O)O1,Ignored this reaction
1,[C@H]1(COC(=O)C(CC)=N1)c2ccccc2.[C@H]1(COC(=O)C(CC)=N1)c2ccccc2>>[C@H]1(COC(=O)[C@@H](CC)N1)c2ccccc2.[C@H]1(COC(=O)[C@H](CC)N1)c2ccccc2,Ignored this reaction
2,P(=O)(C\C=C\C(C)O)(c1ccccc1)c2ccccc2>>P(=O)(C\C=C\[C@@H](C)O)(c1ccccc1)c2ccccc2.P(=O)(C\C=C\[C@H](C)O)(c1ccccc1)c2ccccc2.P(=O)(C[C@@H]1O[C@@H]1[C@H](C)O)(c2ccccc2)c3ccccc3.P(=O)(C[C@H]1O[C@H]1[C@@H](C)O)(c2ccccc2)c3ccccc3,Ignored this reaction
3,P(=O)(C\C=C(/C)\C(C)O)(c1ccccc1)c2ccccc2>>P(=O)(C\C=C(/C)\[C@@H](C)O)(c1ccccc1)c2ccccc2.P(=O)(C\C=C(/C)\[C@H](C)O)(c1ccccc1)c2ccccc2.P(=O)(C[C@@H]1O[C@]1(C)[C@H](C)O)(c2ccccc2)c3ccccc3.P(=O)(C[C@H]1O[C@@]1(C)[C@@H](C)O)(c2ccccc2)c3ccccc3,Ignored this reaction
4,P(=O)(C(CC)\C=C\CO)(c1ccccc1)c2ccccc2>>P(=O)([C@H](CC)\C=C\CO)(c1ccccc1)c2ccccc2.P(=O)([C@@H](CC)\C=C\CO)(c1ccccc1)c2ccccc2.P(=O)(c1ccccc1)(c2ccccc2)[C@H](CC)[C@H]3O[C@H]3CO.P(=O)(c1ccccc1)(c2ccccc2)[C@@H](CC)[C@@H]3O[C@@H]3CO,Ignored this reaction
5,P(=O)(C(CC)\C=C\CO)(c1ccccc1)c2ccccc2>>P(=O)(c1ccccc1)(c2ccccc2)[C@H](CC)[C@@H]3O[C@@H]3CO.P(=O)(c1ccccc1)(c2ccccc2)[C@H](CC)[C@H]3O[C@H]3CO.P(=O)(c1ccccc1)(c2ccccc2)[C@@H](CC)[C@@H]3O[C@@H]3CO.P(=O)(c1ccccc1)(c2ccccc2)[C@@H](CC)[C@H]3O[C@H]3CO,Ignored this reaction
6,P(=O)(c1ccccc1)(c2ccccc2)C(\C=C\CO)C(C)C>>P(=O)(c1ccccc1)(c2ccccc2)[C@@H](\C=C\CO)C(C)C.P(=O)(c1ccccc1)(c2ccccc2)[C@H](\C=C\CO)C(C)C.P(=O)(c1ccccc1)(c2ccccc2)[C@H](C(C)C)[C@H]3O[C@H]3CO.P(=O)(c1ccccc1)(c2ccccc2)[C@@H](C(C)C)[C@@H]3O[C@@H]3CO,Ignored this reaction
7,P(=O)(c1ccccc1)(c2ccccc2)C(\C=C\CO)C(C)C>>P(=O)(c1ccccc1)(c2ccccc2)[C@@H](\C=C\CO)C(C)C.P(=O)(c1ccccc1)(c2ccccc2)[C@H](C(C)C)[C@@H]3O[C@@H]3CO.P(=O)(c1ccccc1)(c2ccccc2)[C@H](C(C)C)[C@H]3O[C@H]3CO.P(=O)(c1ccccc1)(c2ccccc2)[C@@H](C(C)C)[C@@H]3O[C@@H]3CO,Ignored this reaction
8,P(=O)(C\C(\C)=C\C(O)CCCCC)(c1ccccc1)c2ccccc2>>P(=O)(C\C(\C)=C\[C@H](O)CCCCC)(c1ccccc1)c2ccccc2.P(=O)(C\C(\C)=C\[C@@H](O)CCCCC)(c1ccccc1)c2ccccc2.[C@@]1(C)(O[C@@H]1[C@@H](O)CCCCC)CP(=O)(c2ccccc2)c3ccccc3.[C@]1(C)(O[C@H]1[C@@H](O)CCCCC)CP(=O)(c2ccccc2)c3ccccc3,Ignored this reaction
9,P(=O)(c1ccccc1)(c2ccccc2)C(\C=C\CO)C3CCCCC3>>P(=O)(c1ccccc1)(c2ccccc2)[C@@H](\C=C\CO)C3CCCCC3.P(=O)(c1ccccc1)(c2ccccc2)[C@H](\C=C\CO)C3CCCCC3.P(=O)(c1ccccc1)(c2ccccc2)[C@H](C3CCCCC3)[C@H]4O[C@H]4CO.P(=O)(c1ccccc1)(c2ccccc2)[C@@H](C3CCCCC3)[C@@H]4O[C@@H]4CO,Ignored this reaction
10,P(=O)(c1ccccc1)(c2ccccc2)C(\C=C\CO)C3CCCCC3>>P(=O)(c1ccccc1)(c2ccccc2)[C@@H](\C=C\CO)C3CCCCC3.P(=O)(c1ccccc1)(c2ccccc2)[C@H](C3CCCCC3)[C@@H]4O[C@@H]4CO.P(=O)(c1ccccc1)(c2ccccc2)[C@H](C3CCCCC3)[C@H]4O[C@H]4CO.P(=O)(c1ccccc1)(c2ccccc2)[C@@H](C3CCCCC3)[C@@H]4O[C@@H]4CO,Ignored this reaction
