,error_ractions,error_info
0,C(C)(=O)[O-].C1(C)(C)CC(CC(=O)OCC)[n+](cccc2)c12>>B(F)(F)(F)F.C1(C)(CCCC(=O)OCC)CC(CC(=O)OCC)[n+](cccc2)c12,Ignored this reaction
1,C(C)(=O)[O-].C1(C)(C)CC(CC(=O)OCC)[n+](cccc2)c12>>[B-](F)(F)(F)F.C1(C)(C)CC(CC(=O)OCC)[n+](cccc2)c12,Ignored this reaction
2,C(C)(=O)[O-].C1(C)(C)CC(CC(=O)OCC)[n+](cccc2)c12>>C(C)(=O)[O-].C1(C)(CCCC(=O)OCC)CC(CC(=O)OCC)[n+](cccc2)c12,Ignored this reaction
3,c1(ccccn1)C(C)(C)CC=CC(=O)OCC>>B(F)(F)(F)F.C1(C)(CCCC(=O)OCC)CC(CC(=O)OCC)[n+](cccc2)c12,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
4,c1(ccccn1)C(C)(C)CC=CC(=O)OCC>>C(C)(=O)[O-].C1(C)(CCCC(=O)OCC)CC(CC(=O)OCC)[n+](cccc2)c12,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
5,C(C)(=O)[O-].c12[n+](cc(C)cc1)C(CC(=O)OCC)CC2(C)C>>B(F)(F)(F)F.c12[n+](cc(C)cc1)C(CC(=O)OCC)CC2(C)C,Ignored this reaction
6,C(C)(=O)[O-].c12[n+](ccc(OC)c1)C(CC(=O)OCC)CC2(C)C>>B(F)(F)(F)F.c12[n+](ccc(OC)c1)C(CC(=O)OCC)CC2(C)C,Ignored this reaction
7,C(C)(=O)[O-].C1(C)(C)CC(CC(=O)OCC)[n+](ccc(C(F)(F)F)c2)c12>>B(F)(F)(F)F.C1(C)(C)CC(CC(=O)OCC)[n+](ccc(C(F)(F)F)c2)c12,Ignored this reaction
8,C(C)(=O)[O-].[n+]12c(cccc1C)C(C)(C)CC2CC(=O)OCC>>B(F)(F)(F)F.[n+]12c(cccc1C)C(C)(C)CC2CC(=O)OCC,Ignored this reaction
9,C(C)(=O)[O-].C1(C)(CCCC(=O)OCC)CC(CC(=O)OCC)[n+](cccc2)c12>>B(F)(F)(F)F.C1(C)(CCCC(=O)OCC)CC(CC(=O)OCC)[n+](cccc2)c12,Ignored this reaction
10,C(C)(=O)[O-].[n+]12c(ccc(cccc3)c13)C(C)(C)CC2CC(=O)OCC>>B(F)(F)(F)F.[n+]12c(ccc(cccc3)c13)C(C)(C)CC2CC(=O)OCC,Ignored this reaction
11,C(C)(=O)[O-].c12[n+](cccc1)C(CC(=O)OCCCC)CC2(C)C>>B(F)(F)(F)F.c12[n+](cccc1)C(CC(=O)OCCCC)CC2(C)C,Ignored this reaction
12,C(C)(=O)[O-].c12[n+](cccc1)C(CC(=O)OCc3ccccc3)CC2(C)C>>B(F)(F)(F)F.c12[n+](cccc1)C(CC(=O)OCc3ccccc3)CC2(C)C,Ignored this reaction
13,C(C)(=O)[O-].C1(C)(C)CC(CC(=O)N(C)C)[n+](cccc2)c12>>B(F)(F)(F)F.C1(C)(C)CC(CC(=O)N(C)C)[n+](cccc2)c12,Ignored this reaction
14,C(C)(=O)[O-].C1(C)(C)CC(CC(=O)CC)[n+](cccc2)c12>>B(F)(F)(F)F.C1(C)(C)CC(CC(=O)CC)[n+](cccc2)c12,Ignored this reaction
15,C(=O)(C=C)OCC.C(=O)(C=C)OCC>>c1(ccccn1)C(C)(C)CC=CC(=O)OCC,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
16,C(=O)(C=C)OCC.C(=O)(C=C)OCC>>c1(ccccn1)CCC=CC(=O)OCC,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
17,c1(C#C)ccccc1>>c1(c2ccc(Br)cc2)c3c(cccc3)c(cccc4)c4c1c5ccccc5,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
18,c1(C#C)ccccc1>>c1(c2ccc(N(C)C)cc2)c3c(cccc3)c(cccc4)c4c1c5ccccc5,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
19,c1(C#C)ccccc1>>c1(c2ccccc2)c3c(cccc3)c(cccc4)c4c1\C=C\c5ccccc5,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
20,C1(O)(c2ccc(c3ccccc3O)cc2)C4CC(CC(C4)C5)CC15.C1(O)(c2ccc(c3ccccc3O)cc2)C4CC(CC(C4)C5)CC15>>C1(O)(c2ccc(c3ccccc3O)c([2H])c2)C4CC(CC(C4)C5)CC15.C1(O)(c2cc([2H])c(c3ccccc3O)c([2H])c2)C4CC(CC(C4)C5)CC15,Ignored this reaction
21,C1(N=N#N)(c2ccc(c3ccccc3O)cc2)C4CC(CC(C4)C5)CC15.C1(N=N#N)(c2ccc(c3ccccc3O)cc2)C4CC(CC(C4)C5)CC15>>C1(O)(c2ccc(c3ccccc3O)c([2H])c2)C4CC(CC(C4)C5)CC15.C1(O)(c2cc([2H])c(c3ccccc3O)c([2H])c2)C4CC(CC(C4)C5)CC15,Ignored this reaction
22,C1(NCC)(c2ccc(c3ccccc3O)cc2)C4CC(CC(C4)C5)CC15.Cl>>C1(O)(c2ccc(c3ccccc3O)c([2H])c2)C4CC(CC(C4)C5)CC15.C1(O)(c2cc([2H])c(c3ccccc3O)c([2H])c2)C4CC(CC(C4)C5)CC15,Ignored this reaction
23,c1(C[C@H](N)C(=O)OC)cc(C)c(OC)c(O)c1.c1(C[C@H](N)C(=O)OC)cc(C)c(OC)c(O)c1.c1(C[C@H](N)C(=O)OC)cc(C)c(OC)c(O)c1>>N12[C@@]([H])(Cc(cc(C)c(OC)c3O)c3[C@@H]1COCc4ccccc4)[C@@H](O)N(C(=O)OC(C)(C)C)[C@@H](Cc5cc(C)c(OC)c(O)c5)C2=O,Ignored this reaction
24,c1(C[C@H](N)C(=O)OC)cc(C)c(OC)c(O)c1.c1(C[C@H](N)C(=O)OC)cc(C)c(OC)c(O)c1.c1(C[C@H](N)C(=O)OC)cc(C)c(OC)c(O)c1>>c12c(cc(C)c(OC)c1O)C[C@@H](CO)N(C(=O)[C@@H](NC(=O)OC(C)(C)C)Cc3cc(C)c(OC)c(O)c3)[C@H]2COCc4ccccc4,Ignored this reaction
25,c12c(cc(C)c(OC)c1O)C[C@@H](CO)N(C(=O)[C@@H](NC(=O)OC(C)(C)C)Cc3cc(C)c(OC)c(O)c3)[C@H]2COCc4ccccc4>>N12[C@@]([H])(Cc(cc(C)c(OC)c3O)c3[C@@H]1CO)[C@]4([H])N[C@@]([H])(Cc(cc(O)c(OC)c5C)c45)C2=O,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
