,error_ractions,error_info
0,O=C.N([H])([H])[H].O=C>>C(#N)O.C(N)(N)=O,Ignored this reaction
1,C1(O)CCC(C)CC1.N([H])([H])[H].C1(O)CCC(C)CC1.C1(O)CCC(C)CC1>>C1(CCC(C)CC1)NC2CCC(C)CC2.C1(N)CCC(C)CC1,Ignored this reaction
2,Cl[H].[Al](Cl)(Cl)Cl.C(CC)CC.c1ccccc1>>C(C)C.c1(CC)ccccc1.c1(CCC)ccccc1.c1(C)ccccc1,Ignored this reaction
3,C1(C)=CCCCC1.C1(C)=CCCCC1>>C1(C)CCCCC1.c1(C)ccccc1,Ignored this reaction
4,C(=O)(Cl)Cl.[Al](Cl)(Cl)Cl.C=C>>C(CCl)C(=O)Cl,Ignored this reaction
5,c1(Br)ccccc1.C(C)O.C(#N)[K]>>c1(ccccc1)C(=O)O,Ignored this reaction
6,O([H])[H].NN.c1(ccccc1Br)C(=O)O>>c1(ccccc1)C(=O)O,Ignored this reaction
7,C(C)([O-])=O.[Pb+4].c1(O)ccccc1>>c1(ccccc1)OC(C)=O,Ignored this reaction
8,P(Cl)(Cl)Cl.c1(O)ccccc1.c1(O)ccccc1.c1(O)ccccc1>>P(=O)(Cl)(Cl)Oc1ccccc1.P(=O)(Cl)(Oc1ccccc1)Oc2ccccc2,Ignored this reaction
9,c12c(cccc1)CCCC2.C(CC)C(C)O.P(=O)(O)(O)O>>,Ignored this reaction
10,C(C#N)(CC(=O)OCC)C(=O)OCC.C(C)(=N)N.Cl[H].C(C)[O-].[Na+]>>,Ignored this reaction
11,C(=O)(CCC)OC(=O)CCC.c1(C(C)=O)cc(Cl)ccc1O.C(CC)C([O-])=O.[Na+]>>,Ignored this reaction
12,c1(ccccc1)C(=O)[O-].[Na+].c1(C(C)=O)cc(Cl)ccc1O.c1(ccccc1)C(=O)OC(=O)c2ccccc2>>,Ignored this reaction
13,c1(ccccc1)C(=O)[O-].[Na+].c1(C(C)=O)cc(C)ccc1O.c1(ccccc1)C(=O)OC(=O)c2ccccc2>>,Ignored this reaction
14,c1(ccccc1)C(=O)[O-].[Na+].c1(C(C)=O)cc(C)ccc1O.c1(ccccc1)C(=O)Cl>>,Ignored this reaction
15,N(=O)(=O)C=CCCC.C(=C)C=C.c1(O)ccc(O)cc1>>,Ignored this reaction
16,c1(OC)ccc(C=O)cc1O.N(=O)(=O)O.C(C)(C)=O>>,Ignored this reaction
17,O([H])O[H].C(C)(=O)O.c1(cc(C)ccc1O)N=Nc2ccccc2>>,Ignored this reaction
18,c1(O)c(O)c(O)ccc1C(C)=O.C(C)([O-])=O.[Na+].C(C)(=O)OC(C)=O>>c1(OC(C)=O)c(OC(C)=O)ccc(C(C)=O)c1OC(C)=O,Ignored this reaction
19,c1(ccccc1)C(=O)[O-].[Na+].c1(O)c(O)c(O)ccc1C(C)=O.c1(ccccc1)C(=O)OC(=O)c2ccccc2>>,Ignored this reaction
20,c1(Br)ccccc1.[Cu+2].S([O])([O])(=O)=O>>S(=O)(=O)(O)c1ccccc1,Ignored this reaction
21,S(=O)(=O)(O)O.c1(ccccc1)\N(\=O)=N\c2ccccc2>>c1(ccccc1N)c2ccc(N)cc2.c1(N)ccccc1.c1(ccc(N)cc1)c2ccc(N)cc2,Ignored this reaction
22,C(C)O.c1(ccc(N(=O)=O)cc1)N(=O)=Nc2ccc(N(=O)=O)cc2>>c1(ccc(N)cc1)N=Nc2ccc(N)cc2,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
23,C(/CCl)=C(\C)/C.C(=C)(C)C=C>>C(C)(Cl)(C=C)CC\C=C(\C)/C.C(/C)(=C\CCl)\CC\C=C(\C)/C.C(/C)(\CCl)=C/CC\C=C(\C)/C.C(C)(C)(Cl)C1CC=C(C)CC1.C(/C)(=C/CCl)\CC\C=C(\C)/C.C(C)(C)(Cl)C1CCC=C(C)C1,Ignored this reaction
24,C(C)CC.C(C)CC>>C(C)=CC.C(=C)(C)C,Ignored this reaction
25,C(C)CC>>C(C)=CC.C(C)(C)C.C(=C)(C)C,Ignored this reaction
26,C(C)CC>>C(C)=CC.C(C)(C)C.C(=C)(C)C,Ignored this reaction
27,C(C)CC>>C(C)=CC.C(C)(C)C.C(=C)(C)C,Ignored this reaction
28,c1(CC)ccc(O)cc1.S(=O)(=O)(O)O>>C(C)(=O)O.C1(=O)C=CC(=O)C=C1,Ignored this reaction
29,S(=O)(=O)(O)O.c1ccccc1>>C([H])(=O)O.c1(O)ccccc1O.C(=O)(O)\C=C/C(=O)O.C1(=O)C=CC(=O)C=C1,Ignored this reaction
30,O([H])[H].N(=O)(=O)O.c1(O)ccccc1.c1(O)ccccc1>>c1(ccc(O)cc1)N(=O)=O.c1(ccccc1O)N(=O)=O,Ignored this reaction
31,OC.c1(O)ccccc1>>c1(ccc(O)cc1)N(=O)=O.c1(ccccc1O)N(=O)=O,Ignored this reaction
32,C(Cl)(Cl)Cl.c1(O)ccccc1>>c1(ccc(O)cc1)N(=O)=O.c1(ccccc1O)N(=O)=O,Ignored this reaction
33,c1ccccc1.c1(O)ccccc1>>c1(ccc(O)cc1)N(=O)=O.c1(ccccc1O)N(=O)=O,Ignored this reaction
34,c1(O)ccccc1.c1(O)ccccc1>>c1(ccc(O)cc1)N(=O)=O.c1(ccccc1O)N(=O)=O,Ignored this reaction
35,C1(=NO)CCCCCC1>>,Ignored this reaction
36,c1(OC)cccc(O)c1.N(=O)(=O)O.C(C)(=O)O>>,Ignored this reaction
37,c1(ccc(O)cc1O)C(=O)CC.C(C)([O-])=O.[Na+].C(C)(=O)OC(C)=O>>,Ignored this reaction
38,N(C)([C@@H](CC1)C[C@H](Br)C2)[C@H]12.O([H])[H]>>N(C)([C@@H](C=CC1)CC2)[C@H]12.N(C)([C@@H](CC1)C[C@H](O)C2)[C@H]12,Ignored this reaction
39,c1(\C([H])=N\O)ccccc1.P(=O)(O)(O)O.C(=O)(OCC)CC(C)=O>>C1(=C([H])c2ccccc2)C(C)=NOC1=O,Ignored this reaction
40,[Al](Cl)(Cl)Cl.c1ccccc1.c1ccccc1.c1ccccc1.c1ccccc1.c1ccccc1>>c1(ccccc1)Sc2ccccc2.c1(Cl)ccccc1.c12c(cccc1)Sc(cccc3)c3S2,Ignored this reaction
41,O([H])[H].NN.C(=O)(OCC)OCC>>C(=O)(NN)OCC,Ignored this reaction
42,c1(CO)ccccc1N.C(O)(CO)CO>>C(/Nc(cccc1)c12)(\C2=O)=C(\Nc(cccc3)c34)/C4=O,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
43,C1(C=C)=CCCCC1.C(=O)(C=C)OC.c1ccccc1>>,Ignored this reaction
44,c(c(ccc1)ccc2)(c1C(=O)c(cccc3)c34)c24.c1(ccccc1)N(=O)=O.c1(N)ccccc1>>,Ignored this reaction
