,error_ractions,error_info
0,C(C)(C)(CNC(=O)C(F)(F)F)CNC(=O)OC(C)(C)C>>[N@]12(CN(Cc3cccc(C)c3OC)C[C@](C)(C)C1)Cc4c(c(C)ccc4)[O-][In+3]2([CH2-][Si@](C)(C)C)[CH2-][Si@](C)(C)C,SMILES loader: chirality not possible on atom #0
1,c1(O)c(C)cccc1C=NCC(C)(C)CN=Cc2cccc(C)c2O>>[N@@]12(CN(Cc3c(c(C)ccc3)[O-][Al+3]4([CH3-])[N@](Cc(cccc5C)c5[O-]4)(C[C@](C)(C)C6)CN6Cc(cccc7C)c7[O-]8)C[C@](C)(C)C1)[Al+3]8([CH3-])[O-]c(c(C)ccc9)c9C2,SMILES loader: chirality not possible on atom #0
2,c1(O)c(C)cccc1C=NCC(C)(C)CN=Cc2cccc(C)c2O>>[N@]12(CN(Cc3cccc(C)c3O)C[C@](C)(C)C1)Cc4c(c(C)ccc4)[O-][Ga+3]2([CH2-][Si@](C)(C)C)[CH2-][Si@](C)(C)C,SMILES loader: chirality not possible on atom #0
3,c1(O)c(C)cccc1C=NCC(C)(C)CN=Cc2cccc(C)c2O>>[N@]12(CN(Cc3cccc(C)c3O[2H])C[C@](C)(C)C1)Cc4c(c(C)ccc4)[O-][Ga+3]2([CH2-][Si@](C)(C)C)[CH2-][Si@](C)(C)C,SMILES loader: chirality not possible on atom #0
4,C(C)(C)(CN)CNC(=O)OC(C)(C)C>>[N@]12(CN(Cc3cccc(C)c3OC)C[C@](C)(C)C1)Cc4c(c(C)ccc4)[O-][In+3]2([CH2-][Si@](C)(C)C)[CH2-][Si@](C)(C)C,SMILES loader: chirality not possible on atom #0
5,C(C)(C)(CNCc1cccc(C)c1O)CNC(=O)OC(C)(C)C>>[N@]12(CN(Cc3cccc(C)c3OC)C[C@](C)(C)C1)Cc4c(c(C)ccc4)[O-][In+3]2([CH2-][Si@](C)(C)C)[CH2-][Si@](C)(C)C,SMILES loader: chirality not possible on atom #0
6,c1(O)c(C)cccc1CNCC(C)(C)CN>>[N@]12(CN(Cc3cccc(C)c3OC)C[C@](C)(C)C1)Cc4c(c(C)ccc4)[O-][In+3]2([CH2-][Si@](C)(C)C)[CH2-][Si@](C)(C)C,SMILES loader: chirality not possible on atom #0
7,c1(OC)c(C)cccc1C=O>>[N@]12(CN(Cc3cccc(C)c3OC)C[C@](C)(C)C1)Cc4c(c(C)ccc4)[O-][In+3]2([CH2-][Si@](C)(C)C)[CH2-][Si@](C)(C)C,SMILES loader: chirality not possible on atom #0
8,[P-](F)(F)(F)(F)(F)F.[K+].[Ru+3]12([Cl-])([Cl-])([Cl-])N(=C3C(C=C(C(=O)OC)C=C4)=N14)C(=CC(C(=O)OC)=C3)C(C=C(C(=O)OC)C=C5)=N25.[Ru+2]1234(N(C(=CC(c5ccc(C)cc5)=C6)C(=CC=C7)N1=C7)=C6C(=CC=C8)N2=C8)[C-](C(=CC(c9cc(c%10nc(cccc%11)c%11n%10C)cc(c%12nc(cccc%13)c%13n%12C)c9)=C%14)C(N(C)c(cccc%15)c%15%16)=N3%16)=C%14C(N(C)c(cccc%17)c%17%18)=N4%18.P(F)(F)(F)(F)(F)F.[Ag+].S([O-])(=O)(=O)C(F)(F)F>>[Ru+2]1234(N(C(=CC(C(=O)OC)=C5)C(=CC(C(=O)OC)=C6)N1=C6)=C5C(=CC(C(=O)OC)=C7)N2=C7)[C-](C(=CC(C8=CC9=[C-]([Ru+2]%10%11(N(C(=CC(c%12ccc(C)cc%12)=C%13)C(=CC=C%14)N%10=C%14)=C%13C(=CC=C%15)N%11=C%15)(N(c%16c(cccc%16)N%17C)=C9%17)N(c%18c(cccc%18)N%19C)=C%19%20)C%20=C8)=C%21)C(N(C)c(cccc%22)c%22%23)=N3%23)=C%21C(N(C)c(cccc%24)c%24%25)=N4%25.P(F)(F)(F)(F)(F)F,Ignored this reaction
9,c1(CBr)cccc(C)n1>>[Zn+2]1234([O-]N(=O)=[OH]1)[N@@](CC(C)(C)C(OC)O2)(CC(C=CC=C5C)=N35)CC(C=CC=C6C)=N46.N([O-])(=O)=O,SMILES loader: chirality not possible on atom #5
10,C(C)(C)(CN)CO>>[Zn+2]1234([O-]N(=O)=[OH]1)[N@@](CC(C)(C)C(OC)O2)(CC(C=CC=C5C)=N35)CC(C=CC=C6C)=N46.N([O-])(=O)=O,SMILES loader: chirality not possible on atom #5
11,C(CC)CC#C>>[C-]12(=C(CCCC)N(S(=O)(=O)c3ccc(C)cc3)CC1)[Au+]([P](C(C)(C)C)(C(C)(C)C)c4ccccc4c5ccccc5)[Au+]2[P](C(C)(C)C)(C(C)(C)C)c6ccccc6c7ccccc7,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
12,C(CC)CC#C>>[P]([Au+][C-]1=C(CCCC)N(S(=O)(=O)c2ccc(C)cc2)CC1)(C(C)(C)C)(C(C)(C)C)c3ccccc3c4ccccc4,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
13,[P]([Au+]N#CC)([C@](C)(C)C)([C@](C)(C)C)c1ccccc1c2ccccc2.[Sb+5]([F-])([F-])([F-])([F-])([F-])[F-]>>[P]([Au+][CH2-]C1=[N+](CCC1)Cc2ccccc2)(C(C)(C)C)(C(C)(C)C)c3ccccc3c4ccccc4.[Sb-](F)(F)(F)(F)(F)F,Ignored this reaction
14,c1(ccccc1)CNCCC#CC>>[P]([Au+][CH-]1CC[N+](Cc2ccccc2)=C1C)(C(C)(C)C)(C(C)(C)C)c3ccccc3c4ccccc4.[Sb-](F)(F)(F)(F)(F)F,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
15,C(CO)C#CC>>N1(CCC=C1C)Cc2ccccc2,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
16,S(C)(=O)(=O)OCCC#CC>>N1(CCC=C1C)Cc2ccccc2,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
17,c1(ccccc1N(C)\C=C\C)B(C=C)N(C(C)C)C(C)C>>B1(C=CN(C)c(cccc2)c12)c3c(C)cc(C)cc3C,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
18,c1(ccccc1N(C)\C=C\C)B(C=C)N(C(C)C)C(C)C>>B12(C=CN(C)c(cccc3)c13)C4=N(C=CC=C4)B5(C=CN(C)c(cccc6)c56)C(=CC=C7)N2=C7,"element: bad valence on B having 4 drawn bonds, charge 0, and 0 radical electrons"
19,c1(ccccc1N(C)\C=C\C)B(C=C)N(C(C)C)C(C)C>>c12c(cccc1)N(C)C=CB2c3cccc(C)n3,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
20,c1(ccccc1N(C)\C=C\C)B(C=C)N(C(C)C)C(C)C>>c12c(cccc1)N(C)C=CB2c3cccc(C)n3.Cl,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
