,error_ractions,error_info
0,[Zn+2](N(C(c(cccc1)c12)=N3)=C24)([N-](C(c(cccc5)c56)=N7)C6=C4c8ccc(C(=O)OC)cc8)([N-]9C3=C(C=CC=C%10)C%10=C9%11)N(=C7c(cccc%12)c%12%13)C%13=C%11c%14cc(C(C)(C)C)cc(C(C)(C)C)c%14>>[Zn+2](N(C(c(cccc1)c12)=N3)=C24)([N-](C(c(cccc5)c56)=N7)C6=C4c8ccc(C(=O)O)cc8)([N-]9C3=C(C=CC=C%10)C%10=C9%11)N(=C7c(cccc%12)c%12%13)C%13=C%11c%14cc(C(C)(C)C)cc(C(C)(C)C)c%14,"element: bad valence on N having 4 drawn bonds, charge 0, and 0 radical electrons"
1,C(=O)(OCC)CC(C)=O.c1(C=O)ccc(C=O)cc1.C(C#N)C#N>>C1(C(C#N)=C(N)Oc([nH]nc2C)c12)c3ccc(C4C(C#N)=C(N)Oc([nH]nc5C)c45)cc3,Ignored this reaction
2,c1(ccccc1O)C(=O)\C=C\c2ccc(OCCN=N#N)cc2.[Fe+2]1234(C5([H])=C16[H])([C@@-]57[H])(C6([H])=C27[H])(C8([H])=C39[H])([C@-]8%10[H])C9([H])=C4%10\C=C\C(=O)c%11ccc(OCC#C)c(OC)c%11>>[Fe+2]1234(C5([H])=C16[H])([C@@-]57[H])(C6([H])=C27[H])(C8([H])=C39[H])([C@-]8%10[H])C9([H])=C4%10\C=C\C(=O)c%11ccc(OCc%12nnn(CCOc%13ccc(\C=C\C(=O)c%14ccccc%14O)cc%13)c%12)c(OC)c%11,SMILES loader: chirality not possible on atom #28
3,[Fe+2]1234(C5([H])=C16[H])([C@@-]57[H])(C6([H])=C27[H])(C8([H])=C39[H])([C@-]8%10[H])C9([H])=C4%10\C=C\C(=O)c%11ccccc%11OCC#C.C1(=Cc2ccc(OCCN=N#N)cc2)Oc(cccc3)c3C1=O>>[Fe+2]1234(C5([H])=C16[H])([C@@-]57[H])(C6([H])=C27[H])(C8([H])=C39[H])([C@@-]8%10[H])C9([H])=C4%10\C=C/C(=O)c%11ccccc%11OCc%12nnn(CCOc%13ccc(\C=C(\Oc(cccc%14)c%14%15)/C%15=O)cc%13)c%12,SMILES loader: chirality not possible on atom #5
4,c1(C=CC=O)ccc(OC)cc1.C(C)(=O)CC(C)=O>>[C@@H]1(CC(=O)OC(C)=C1C(C)=O)c2ccc(OC)cc2.[C@H]1(CC(=O)OC(C)=C1C(C)=O)c2ccc(OC)cc2,Ignored this reaction
5,c1(CNCCCC(=O)O)ccc(CN)cc1.[H+].C(Cl)(c1ccccc1)(c2ccccc2)c3ccccc3>>C(NCc1ccc(CNCCCC(=O)O)cc1)(c2ccccc2)(c3ccccc3)c4ccccc4.[H+],Ignored this reaction
6,c12c(CNCC1)ccs2.S(=O)(=O)(O[C@@H](C(=O)OC([2H])([2H])[2H])c1ccccc1Cl)c2ccc(N(=O)=O)cc2>>[C@@H](C(=O)OC([2H])([2H])[2H])(c1ccccc1Cl)N2CCc(scc3)c3C2.S(=O)(=O)(O)O,Ignored this reaction
7,O(C(F)(F)F)c1ccc(N)cc1.[N-](C#N)C#N.[Na+]>>C(F)(F)(F)Oc1ccc(NC(=N)NC#N)cc1,Ignored this reaction
8,[Fe+2]1234([CH]5=[CH]16)([CH-]57)([CH]6=[CH]27)([CH]8=[CH]39)([CH]8=[CH]4%10)[C@-]9%10C(C)=O.c1(OC)cc(C=O)ccc1OCC>>[Fe+2]1234([C@@-]56[H])(C5([H])=C17[H])(C6([H])=C27[H])([C@@-]89[H])(C8([H])=C3%10[H])C9([H])=C4%10C(=O)C=Cc%11ccc(OCC)c(OC)c%11,SMILES loader: chirality not possible on atom #10
9,c1(cc(I)c(Br)c(I)c1)C(C)(C)C.c1(OCCCCCCCCCC)ccc(C#C)cc1.c1(OCCCCCCCCCC)ccc(C#C)cc1>>c1(cc(C#Cc2ccc(OCCCCCCCCCC)cc2)c(Br)c(C#Cc3ccc(OCCCCCCCCCC)cc3)c1)C(C)(C)C,Ignored this reaction
10,c1(C=O)cccs1.C1(=S)NC(=O)CC(=O)N1.C(C#N)C#N>>C1(c2cccs2)C(C#N)=C(N)OC(NC(=S)NC3=O)=C13,Ignored this reaction
11,O=[C].[Rh+]12([Cl-])([CH](CC3)=[CH]1CC4)([CH]3=[CH]24)[P](C)(C)c5c(cccc5c6c(cccc6[C@@H](C)C)[C@H](C)C)c7c(cccc7[C@H](C)C)[C@@H](C)C>>c1(c(cccc1c2c(cccc2[C@@H](C)C)[C@H](C)C)c3c(cccc3[C@H](C)C)[C@@H](C)C)[P](C)(C)[Rh+]([Cl-])(C#O)C#O,"element: bad valence on O having 3 drawn bonds, charge 0, and 0 radical electrons"
12,c1(ccccc1)Sc2ccccc2.S(=O)(=O)(OCC(F)F)C(F)(F)F>>S(=O)([O-])(=O)C(F)(F)F.[S+](CC(F)F)(c1ccccc1)c2ccccc2,Ignored this reaction
13,c1(cc(C)cc(C)c1)C(=O)NCCN.C(NCc1ccc(CNCCCC(=O)O)cc1)(c2ccccc2)(c3ccccc3)c4ccccc4.[H+]>>C(NCc1ccc(CNCCCC(=O)NCCNC(=O)c2cc(C)cc(C)c2)cc1)(c3ccccc3)(c4ccccc4)c5ccccc5,Ignored this reaction
14,C(=O)(O)CCCBr.c1(CN)ccc(CN)cc1>>c1(CNCCCC(=O)O)ccc(CN)cc1.[H+],Ignored this reaction
15,[C@@H](C(=O)OC([2H])([2H])[2H])(c1ccccc1Cl)N2CCC3C(=CC(=O)S3)C2.C(C)(C)C(=O)Cl>>[C@@H](C(=O)OC([2H])([2H])[2H])(c1ccccc1Cl)N2CCc(sc(OC(=O)C(C)C)c3)c3C2.Cl,Ignored this reaction
16,C1([N+]#[C-])CCCCC1.c1(N(=O)=O)ccc(O)c(F)c1.C(C)C=O>>c1(ccc(N(=O)=O)cc1F)OC(CC)C(=O)NC2CCCCC2,Ignored this reaction
17,c1(ncccc1O)N(=O)=O.C1([N+]#[C-])CCCCC1.C(C)(C)C=O>>c1(cccnc1N(=O)=O)OC(C(C)C)C(=O)NC2CCCCC2,Ignored this reaction
18,C1([N+]#[C-])CCCCC1.c1(N(=O)=O)ccc(O)c(F)c1.C(C)(C)C=O>>C(C(C)C)(Oc1ccc(N(=O)=O)cc1F)C(=O)NC2CCCCC2,Ignored this reaction
19,c1(N(=O)=O)cc(Cl)ccc1O.c1(CN=[C])ccc(OC)cc1.C(C)C=O>>c1(N(=O)=O)cc(Cl)ccc1OC(CC)C(=O)NCc2ccc(OC)cc2,Ignored this reaction
20,c1(N(=O)=O)ccc(O)c(F)c1.c1(CN=[C])ccc(OC)cc1.C(C)(C)C=O>>c1(ccc(N(=O)=O)cc1F)OC(C(C)C)C(=O)NCc2ccc(OC)cc2,Ignored this reaction
21,[Fe+2]1234([CH]5=[CH]16)([CH-]57)([CH]6=[CH]27)([CH]8=[CH]39)([CH]8=[CH]4%10)[C@-]9%10C(C)=O.c1(OC)cc(C=O)ccc1OCCC>>[Fe+2]1234([C@@-]56[H])(C5([H])=C17[H])(C6([H])=C27[H])([C@@-]89[H])(C8([H])=C3%10[H])C9([H])=C4%10C(=O)C=Cc%11ccc(OCCC)c(OC)c%11,SMILES loader: chirality not possible on atom #10
22,c1(ccc(C)cc1)C(=O)C=CN(C)C.c1(ccc(OC)cc1)c2[nH]nc(N)c2>>n12c(nccc1c3ccc(C)cc3)cc(c4ccc(OC)cc4)n2,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
23,c1(ccc(OC)cc1)C(=O)C=CN(C)C.c1(ccc(OC)cc1)c2[nH]nc(N)c2>>n12c(nccc1c3ccc(OC)cc3)cc(c4ccc(OC)cc4)n2,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
24,c1(ccc(Cl)cc1)C(=O)C=CN(C)C.c1(ccc(OC)cc1)c2[nH]nc(N)c2>>n12c(nccc1c3ccc(Cl)cc3)cc(c4ccc(OC)cc4)n2,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
25,c1(ccc(N(=O)=O)cc1)C(=O)C=CN(C)C.c1(ccc(OC)cc1)c2[nH]nc(N)c2>>n12c(nccc1c3ccc(N(=O)=O)cc3)cc(c4ccc(OC)cc4)n2,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
26,c1(ccncc1)C(=O)C=CN(C)C.c1(ccc(OC)cc1)c2[nH]nc(N)c2>>n12c(nccc1c3ccncc3)cc(c4ccc(OC)cc4)n2,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
27,c1(cccnc1)C(=O)C=CN(C)C.c1(ccc(OC)cc1)c2[nH]nc(N)c2>>n12c(nccc1c3cccnc3)cc(c4ccc(OC)cc4)n2,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
28,C(C#N)(=CN(C)C)c1ccccc1.c1(ccc(OC)cc1)c2[nH]nc(N)c2>>n12c(ncc(c3ccccc3)c1N)cc(c4ccc(OC)cc4)n2,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
